State,Year,Quarter,Transaction_type,transaction_count,Transaction_amount,S.no
kerala,2022,1,Recharge & bill payments,14042317,6373570716,1783
kerala,2022,1,Financial Services,134370,158926455.9,1784
kerala,2022,1,Others,236017,147786423.1,1785
kerala,2022,2,Merchant payments,55730158,34395023156,1786
kerala,2022,2,Peer-to-peer payments,35630060,1.13E+11,1787
kerala,2022,2,Recharge & bill payments,14701207,7230489227,1788
kerala,2022,2,Financial Services,110336,133436809.9,1789
kerala,2022,2,Others,193561,123664236.9,1790
kerala,2022,3,Merchant payments,64984061,37852759990,1791
kerala,2022,3,Peer-to-peer payments,38774832,1.16E+11,1792
kerala,2022,3,Recharge & bill payments,15289755,7709237374,1793
kerala,2022,3,Financial Services,146673,162861560.1,1794
kerala,2022,3,Others,167583,121557246.1,1795
kerala,2022,4,Merchant payments,74647115,40607857086,1796
kerala,2022,4,Peer-to-peer payments,42471676,1.25E+11,1797
kerala,2022,4,Recharge & bill payments,15520670,8075692517,1798
kerala,2022,4,Financial Services,164334,191307058.1,1799
kerala,2022,4,Others,156673,120224235,1800
ladakh,2018,1,Recharge & bill payments,3550,927250.7144,1801
ladakh,2018,1,Peer-to-peer payments,1752,10767804,1802
ladakh,2018,1,Merchant payments,320,369327.6256,1803
ladakh,2018,1,Financial Services,132,274283.1758,1804
ladakh,2018,1,Others,335,194192.2558,1805
ladakh,2018,2,Recharge & bill payments,8075,2417434.273,1806
ladakh,2018,2,Peer-to-peer payments,5667,42638443.12,1807
ladakh,2018,2,Merchant payments,724,1761366.296,1808
ladakh,2018,2,Financial Services,151,127324.628,1809
ladakh,2018,2,Others,393,390334.2205,1810
ladakh,2018,3,Recharge & bill payments,13136,4676712.344,1811
ladakh,2018,3,Peer-to-peer payments,10133,77085890.57,1812
ladakh,2018,3,Merchant payments,1168,2016579.251,1813
ladakh,2018,3,Financial Services,84,69317.12288,1814
ladakh,2018,3,Others,343,242477.8533,1815
ladakh,2018,4,Recharge & bill payments,16650,5701932.895,1816
ladakh,2018,4,Peer-to-peer payments,15939,123611779.6,1817
ladakh,2018,4,Merchant payments,1881,5082666.821,1818
ladakh,2018,4,Financial Services,142,94604.73392,1819
ladakh,2018,4,Others,599,1031858.453,1820
ladakh,2019,1,Peer-to-peer payments,22076,139715922.2,1821
ladakh,2019,1,Recharge & bill payments,20014,7186109.182,1822
ladakh,2019,1,Merchant payments,3238,4967122.5,1823
ladakh,2019,1,Financial Services,114,111851.0286,1824
ladakh,2019,1,Others,703,878916.0496,1825
ladakh,2019,2,Peer-to-peer payments,34202,240305709.9,1826
ladakh,2019,2,Recharge & bill payments,25357,10116773.37,1827
ladakh,2019,2,Merchant payments,8220,7726519.368,1828
ladakh,2019,2,Financial Services,86,113767.0977,1829
ladakh,2019,2,Others,907,992737.2376,1830
ladakh,2019,3,Peer-to-peer payments,43198,303596367.7,1831
ladakh,2019,3,Recharge & bill payments,41491,18054746.12,1832
ladakh,2019,3,Merchant payments,6963,8096082.971,1833
ladakh,2019,3,Financial Services,48,148633.2947,1834
ladakh,2019,3,Others,696,1233697.127,1835
ladakh,2019,4,Peer-to-peer payments,42095,298044908.5,1836
ladakh,2019,4,Recharge & bill payments,35467,16510212.1,1837
ladakh,2019,4,Merchant payments,6522,8717893.9,1838
ladakh,2019,4,Financial Services,46,162760.6325,1839
ladakh,2019,4,Others,576,1253584.887,1840
ladakh,2020,1,Peer-to-peer payments,51560,339551900.4,1841
ladakh,2020,1,Recharge & bill payments,49801,23010664.72,1842
ladakh,2020,1,Merchant payments,14264,13338124.27,1843
ladakh,2020,1,Financial Services,204,583108.9455,1844
ladakh,2020,1,Others,590,1155879.121,1845
ladakh,2020,2,Recharge & bill payments,70601,32087339.27,1846
ladakh,2020,2,Peer-to-peer payments,68450,470749365.1,1847
ladakh,2020,2,Merchant payments,15132,19679330.19,1848
ladakh,2020,2,Financial Services,337,786069.1631,1849
ladakh,2020,2,Others,490,490894.9382,1850
ladakh,2020,3,Peer-to-peer payments,108345,751333715.3,1851
ladakh,2020,3,Recharge & bill payments,81623,40380074.55,1852
ladakh,2020,3,Merchant payments,36861,40538778.76,1853
ladakh,2020,3,Financial Services,621,2334917.783,1854
ladakh,2020,3,Others,772,900013.6787,1855
ladakh,2020,4,Peer-to-peer payments,151582,985814864.3,1856
ladakh,2020,4,Recharge & bill payments,94133,44185250.86,1857
ladakh,2020,4,Merchant payments,83868,77511378.31,1858
ladakh,2020,4,Financial Services,729,1965054.59,1859
ladakh,2020,4,Others,1822,2486922.404,1860
ladakh,2021,1,Peer-to-peer payments,141894,869999786.2,1861
ladakh,2021,1,Recharge & bill payments,72719,35459532.41,1862
ladakh,2021,1,Merchant payments,58875,74977913.47,1863
ladakh,2021,1,Financial Services,629,1455016.148,1864
ladakh,2021,1,Others,1298,1527565.063,1865
ladakh,2021,2,Peer-to-peer payments,209818,1259044412,1866
ladakh,2021,2,Recharge & bill payments,95458,44754721.83,1867
ladakh,2021,2,Merchant payments,92078,119608470,1868
ladakh,2021,2,Financial Services,755,1756762.147,1869
ladakh,2021,2,Others,1607,2094729.018,1870
ladakh,2021,3,Peer-to-peer payments,330919,1917311078,1871
ladakh,2021,3,Merchant payments,135108,233260756.5,1872
ladakh,2021,3,Recharge & bill payments,121856,58750081.82,1873
ladakh,2021,3,Financial Services,900,1911625.545,1874
ladakh,2021,3,Others,2204,2751201.937,1875
ladakh,2021,4,Peer-to-peer payments,337120,1804428550,1876
ladakh,2021,4,Merchant payments,169110,284786365.9,1877
ladakh,2021,4,Recharge & bill payments,120607,58403893.47,1878
ladakh,2021,4,Financial Services,912,3068708.947,1879
ladakh,2021,4,Others,2438,2847620.243,1880
ladakh,2022,1,Peer-to-peer payments,343041,1685241981,1881
ladakh,2022,1,Merchant payments,167100,279354509,1882
ladakh,2022,1,Recharge & bill payments,116486,56203999.29,1883
ladakh,2022,1,Financial Services,1247,2023327.678,1884
ladakh,2022,1,Others,2141,2217102.222,1885
ladakh,2022,2,Peer-to-peer payments,608870,2941624382,1886
ladakh,2022,2,Merchant payments,346146,508439376.7,1887
ladakh,2022,2,Recharge & bill payments,158996,88531677.99,1888
ladakh,2022,2,Financial Services,1585,2487560.185,1889
ladakh,2022,2,Others,2476,2235180.858,1890
ladakh,2022,3,Peer-to-peer payments,659896,2955729492,1891
ladakh,2022,3,Merchant payments,367022,551472983.9,1892
ladakh,2022,3,Recharge & bill payments,160269,94288872.35,1893
ladakh,2022,3,Financial Services,1555,1815866.896,1894
ladakh,2022,3,Others,2116,1892134.752,1895
ladakh,2022,4,Peer-to-peer payments,559259,2350047972,1896
ladakh,2022,4,Merchant payments,382456,462189599.3,1897
ladakh,2022,4,Recharge & bill payments,138793,79767790.99,1898
ladakh,2022,4,Financial Services,1248,1198715.212,1899
ladakh,2022,4,Others,1616,1273495.593,1900
lakshadweep,2018,1,Peer-to-peer payments,423,1860278.278,1901
lakshadweep,2018,1,Recharge & bill payments,342,61432.04939,1902
lakshadweep,2018,1,Merchant payments,5,590.7505138,1903
lakshadweep,2018,1,Others,8,6310.102519,1904
lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.08,1905
lakshadweep,2018,2,Recharge & bill payments,750,353202.7989,1906
lakshadweep,2018,2,Merchant payments,42,64568.47789,1907
lakshadweep,2018,2,Financial Services,6,9134.413223,1908
lakshadweep,2018,2,Others,19,3780.769514,1909
lakshadweep,2018,3,Peer-to-peer payments,841,3926048.745,1910
lakshadweep,2018,3,Recharge & bill payments,760,300978.3242,1911
lakshadweep,2018,3,Merchant payments,87,94046.43333,1912
lakshadweep,2018,3,Others,15,17958.80957,1913
lakshadweep,2018,4,Recharge & bill payments,792,351201.0879,1914
lakshadweep,2018,4,Peer-to-peer payments,689,3841230.431,1915
lakshadweep,2018,4,Merchant payments,144,262079.8557,1916
lakshadweep,2018,4,Financial Services,6,389.8932324,1917
lakshadweep,2018,4,Others,11,8312.430483,1918
lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.369,1919
lakshadweep,2019,1,Recharge & bill payments,1173,353870.524,1920
lakshadweep,2019,1,Merchant payments,113,183062.1456,1921
lakshadweep,2019,1,Others,12,27795.44122,1922
lakshadweep,2019,2,Recharge & bill payments,1448,436735.1685,1923
lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.118,1924
lakshadweep,2019,2,Merchant payments,137,190716.5412,1925
lakshadweep,2019,2,Others,23,12340.30958,1926
lakshadweep,2019,3,Recharge & bill payments,1528,503049.2412,1927
lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.863,1928
lakshadweep,2019,3,Merchant payments,111,215159.6812,1929
lakshadweep,2019,3,Others,10,10278.67843,1930
lakshadweep,2019,4,Recharge & bill payments,1801,618155.9005,1931
lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.25,1932
lakshadweep,2019,4,Merchant payments,188,211413.6224,1933
lakshadweep,2019,4,Financial Services,2,34.39721182,1934
lakshadweep,2019,4,Others,21,56896.23813,1935
lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646,1936
lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26,1937
lakshadweep,2020,1,Merchant payments,387,216594.0308,1938
lakshadweep,2020,1,Others,12,33192.01728,1939
lakshadweep,2020,2,Recharge & bill payments,4497,1061694.139,1940
lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.19,1941
lakshadweep,2020,2,Merchant payments,472,971609.4584,1942
lakshadweep,2020,2,Financial Services,60,158593.597,1943
lakshadweep,2020,2,Others,15,32419.70309,1944
lakshadweep,2020,3,Recharge & bill payments,4696,1186947.554,1945
lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.62,1946
lakshadweep,2020,3,Merchant payments,903,842981.1695,1947
lakshadweep,2020,3,Financial Services,27,45457.5097,1948
lakshadweep,2020,3,Others,17,42055.45695,1949
lakshadweep,2020,4,Recharge & bill payments,5187,1499298.113,1950
lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.25,1951
lakshadweep,2020,4,Merchant payments,1668,1227101.638,1952
lakshadweep,2020,4,Financial Services,22,13968.754,1953
lakshadweep,2020,4,Others,32,86826.16676,1954
lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.02,1955
lakshadweep,2021,1,Recharge & bill payments,3541,1070209.422,1956
lakshadweep,2021,1,Merchant payments,1537,1040213.795,1957
lakshadweep,2021,1,Financial Services,19,15929.09511,1958
lakshadweep,2021,1,Others,46,92715.58431,1959
lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828,1960
lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49,1961
lakshadweep,2021,2,Merchant payments,1743,1525331.915,1962
lakshadweep,2021,2,Financial Services,29,15052.0185,1963
lakshadweep,2021,2,Others,44,101366.4031,1964
lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52,1965
lakshadweep,2021,3,Recharge & bill payments,5153,1700287.473,1966
lakshadweep,2021,3,Merchant payments,2450,2750367.063,1967
lakshadweep,2021,3,Financial Services,48,137227.3539,1968
lakshadweep,2021,3,Others,32,73174.28817,1969
lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86,1970
lakshadweep,2021,4,Recharge & bill payments,5355,2093901.292,1971
lakshadweep,2021,4,Merchant payments,2872,4071239.087,1972
lakshadweep,2021,4,Financial Services,27,19994.54195,1973
lakshadweep,2021,4,Others,62,116381.746,1974
lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.57,1975
lakshadweep,2022,1,Recharge & bill payments,5334,2322580.17,1976
lakshadweep,2022,1,Merchant payments,3048,3838358.359,1977
lakshadweep,2022,1,Financial Services,39,38274.22629,1978
lakshadweep,2022,1,Others,63,149355.3311,1979
lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.05,1980
lakshadweep,2022,2,Recharge & bill payments,5366,2386144.715,1981
lakshadweep,2022,2,Merchant payments,3602,4895657.06,1982
lakshadweep,2022,2,Financial Services,59,87127.82495,1983
lakshadweep,2022,2,Others,51,108944.3427,1984
lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.83,1985
lakshadweep,2022,3,Recharge & bill payments,4441,1936538.307,1986
lakshadweep,2022,3,Merchant payments,3142,5469200.646,1987
lakshadweep,2022,3,Financial Services,64,63629.88417,1988
lakshadweep,2022,3,Others,61,81636.95473,1989
lakshadweep,2022,4,Peer-to-peer payments,8686,47450386,1990
lakshadweep,2022,4,Recharge & bill payments,4557,2024739.154,1991
lakshadweep,2022,4,Merchant payments,3819,5250991.002,1992
lakshadweep,2022,4,Financial Services,35,26453.02478,1993
lakshadweep,2022,4,Others,50,61304.43025,1994
madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.5,1995
madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790589,1996
madhya-pradesh,2018,1,Financial Services,230519,43374288.98,1997
madhya-pradesh,2018,1,Merchant payments,196394,170119673.7,1998
madhya-pradesh,2018,1,Others,346002,210261540.7,1999
madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090446,2000
madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482,2001
madhya-pradesh,2018,2,Merchant payments,397135,339308203.2,2002
madhya-pradesh,2018,2,Financial Services,305553,53860331.81,2003
madhya-pradesh,2018,2,Others,264797,243218603.3,2004
madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686209,2005
madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773857,2006
madhya-pradesh,2018,3,Merchant payments,784995,465390819.6,2007
madhya-pradesh,2018,3,Financial Services,359440,46120458.64,2008
madhya-pradesh,2018,3,Others,260780,212770861.2,2009
madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348665,2010
madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345517,2011
madhya-pradesh,2018,4,Merchant payments,2056426,1036249754,2012
madhya-pradesh,2018,4,Financial Services,313540,43367243.15,2013
madhya-pradesh,2018,4,Others,297532,259296894,2014
madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183,2015
madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593842,2016
madhya-pradesh,2019,1,Merchant payments,3018928,1263699222,2017
madhya-pradesh,2019,1,Financial Services,290838,28901169.29,2018
madhya-pradesh,2019,1,Others,315553,239879105.6,2019
madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841794,2020
madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178,2021
madhya-pradesh,2019,2,Merchant payments,7331352,2671155681,2022
madhya-pradesh,2019,2,Financial Services,149197,18869661.51,2023
madhya-pradesh,2019,2,Others,451751,313802065.4,2024
madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703,2025
madhya-pradesh,2019,3,Merchant payments,17163551,5147459307,2026
madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609,2027
madhya-pradesh,2019,3,Financial Services,192821,25654168.6,2028
madhya-pradesh,2019,3,Others,466385,278578703,2029
madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471162,2030
madhya-pradesh,2019,4,Merchant payments,19447707,7304157802,2031
madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821721,2032
madhya-pradesh,2019,4,Financial Services,127116,24020060.93,2033
madhya-pradesh,2019,4,Others,392270,190456045.3,2034
madhya-pradesh,2020,1,Peer-to-peer payments,34540722,1.10E+11,2035
madhya-pradesh,2020,1,Merchant payments,24618074,9898242848,2036
madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610610,2037
madhya-pradesh,2020,1,Financial Services,68055,30645714.4,2038
madhya-pradesh,2020,1,Others,351379,170790656.3,2039
madhya-pradesh,2020,2,Peer-to-peer payments,34860958,1.28E+11,2040
madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957,2041
madhya-pradesh,2020,2,Merchant payments,13685723,10666223054,2042
madhya-pradesh,2020,2,Financial Services,80988,62073621.44,2043
madhya-pradesh,2020,2,Others,215376,104956802.2,2044
madhya-pradesh,2020,3,Peer-to-peer payments,50871564,1.75E+11,2045
madhya-pradesh,2020,3,Merchant payments,31879804,20621273982,2046
madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567,2047
madhya-pradesh,2020,3,Financial Services,131725,122971108.1,2048
madhya-pradesh,2020,3,Others,316321,144259293.3,2049
madhya-pradesh,2020,4,Peer-to-peer payments,67972167,2.36E+11,2050
madhya-pradesh,2020,4,Merchant payments,57707471,37315576877,2051
madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483,2052
madhya-pradesh,2020,4,Financial Services,149532,132590450.1,2053
madhya-pradesh,2020,4,Others,487537,264996097.6,2054
madhya-pradesh,2021,1,Merchant payments,84812245,50098244500,2055
madhya-pradesh,2021,1,Peer-to-peer payments,84070625,2.80E+11,2056
madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041,2057
madhya-pradesh,2021,1,Financial Services,169378,161838389.8,2058
madhya-pradesh,2021,1,Others,445569,274786748.1,2059
madhya-pradesh,2021,2,Peer-to-peer payments,99367521,3.49E+11,2060
madhya-pradesh,2021,2,Merchant payments,77113464,58839392450,2061
madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546399,2062
madhya-pradesh,2021,2,Financial Services,188726,177313389.7,2063
madhya-pradesh,2021,2,Others,526333,317753606,2064
madhya-pradesh,2021,3,Merchant payments,138433772,85885669792,2065
madhya-pradesh,2021,3,Peer-to-peer payments,127654821,3.99E+11,2066
madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346051,2067
madhya-pradesh,2021,3,Financial Services,174454,180366422.6,2068
madhya-pradesh,2021,3,Others,742972,408508699.4,2069
madhya-pradesh,2021,4,Merchant payments,197193842,1.26E+11,2070
madhya-pradesh,2021,4,Peer-to-peer payments,159649020,5.07E+11,2071
madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779,2072
madhya-pradesh,2021,4,Financial Services,247925,246488171.4,2073
madhya-pradesh,2021,4,Others,996331,568617375.6,2074
madhya-pradesh,2022,1,Merchant payments,237691924,1.43E+11,2075
madhya-pradesh,2022,1,Peer-to-peer payments,185008444,5.78E+11,2076
madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564,2077
madhya-pradesh,2022,1,Financial Services,222923,219927120.2,2078
madhya-pradesh,2022,1,Others,909453,495513514.8,2079
madhya-pradesh,2022,2,Merchant payments,287616385,1.74E+11,2080
madhya-pradesh,2022,2,Peer-to-peer payments,202093283,6.63E+11,2081
madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694282,2082
madhya-pradesh,2022,2,Financial Services,157672,153944499.7,2083
madhya-pradesh,2022,2,Others,713506,381178326.3,2084
madhya-pradesh,2022,3,Merchant payments,391105651,2.12E+11,2085
madhya-pradesh,2022,3,Peer-to-peer payments,267013695,7.81E+11,2086
madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574048,2087
madhya-pradesh,2022,3,Financial Services,240678,236981163.6,2088
madhya-pradesh,2022,3,Others,750665,442608716.7,2089
madhya-pradesh,2022,4,Merchant payments,492999084,2.73E+11,2090
madhya-pradesh,2022,4,Peer-to-peer payments,325467851,9.84E+11,2091
madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248069,2092
madhya-pradesh,2022,4,Financial Services,286931,278304972.6,2093
madhya-pradesh,2022,4,Others,785003,521508120.7,2094
maharashtra,2018,1,Recharge & bill payments,9670237,2283567431,2095
maharashtra,2018,1,Peer-to-peer payments,5227770,18283896465,2096
maharashtra,2018,1,Merchant payments,616779,576964070.7,2097
maharashtra,2018,1,Financial Services,235051,60997258.06,2098
maharashtra,2018,1,Others,637197,506188033,2099
maharashtra,2018,2,Recharge & bill payments,12384216,3725800359,2100
maharashtra,2018,2,Peer-to-peer payments,7772336,30782831246,2101
maharashtra,2018,2,Merchant payments,1306326,1226121649,2102
maharashtra,2018,2,Financial Services,262875,85545909.44,2103
maharashtra,2018,2,Others,559987,536758077.8,2104
maharashtra,2018,3,Recharge & bill payments,14371791,4547486090,2105
maharashtra,2018,3,Peer-to-peer payments,13470065,45466534004,2106
maharashtra,2018,3,Merchant payments,2797204,1702220875,2107
maharashtra,2018,3,Financial Services,234598,52348968.01,2108
maharashtra,2018,3,Others,664880,492227795.6,2109
maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019,2110
maharashtra,2018,4,Recharge & bill payments,18071025,5860865070,2111
maharashtra,2018,4,Merchant payments,6047705,3985195742,2112
maharashtra,2018,4,Financial Services,325121,77345546.53,2113
maharashtra,2018,4,Others,821705,621519669.5,2114
maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988,2115
maharashtra,2019,1,Recharge & bill payments,24540041,8256500587,2116
maharashtra,2019,1,Merchant payments,12069119,5172594696,2117
maharashtra,2019,1,Financial Services,287569,49487746.21,2118
maharashtra,2019,1,Others,821624,569019903.9,2119
maharashtra,2019,2,Peer-to-peer payments,42546317,1.31E+11,2120
maharashtra,2019,2,Recharge & bill payments,29395661,12197234771,2121
maharashtra,2019,2,Merchant payments,27854042,9728561727,2122
maharashtra,2019,2,Financial Services,182840,45291636.11,2123
maharashtra,2019,2,Others,1170993,765228265.8,2124
maharashtra,2019,3,Peer-to-peer payments,57991699,1.66E+11,2125
maharashtra,2019,3,Merchant payments,54683738,17545729507,2126
maharashtra,2019,3,Recharge & bill payments,34309301,15471698544,2127
maharashtra,2019,3,Financial Services,231467,54108447.39,2128
maharashtra,2019,3,Others,1519376,814284077.9,2129
maharashtra,2019,4,Merchant payments,80127804,27209874138,2130
maharashtra,2019,4,Peer-to-peer payments,78795871,2.27E+11,2131
maharashtra,2019,4,Recharge & bill payments,40705998,17794666215,2132
maharashtra,2019,4,Financial Services,129755,49622863.82,2133
maharashtra,2019,4,Others,1501192,672210825,2134
maharashtra,2020,1,Merchant payments,100337738,35200130305,2135
maharashtra,2020,1,Peer-to-peer payments,87067410,2.63E+11,2136
maharashtra,2020,1,Recharge & bill payments,50199498,21603565070,2137
maharashtra,2020,1,Financial Services,123476,91363684.13,2138
maharashtra,2020,1,Others,1215959,558931962.9,2139
maharashtra,2020,2,Peer-to-peer payments,74295930,2.40E+11,2140
maharashtra,2020,2,Recharge & bill payments,60856480,23112343247,2141
maharashtra,2020,2,Merchant payments,48965388,32859184582,2142
maharashtra,2020,2,Financial Services,206461,211733275.8,2143
maharashtra,2020,2,Others,466502,242917371.3,2144
maharashtra,2020,3,Peer-to-peer payments,108436214,3.52E+11,2145
maharashtra,2020,3,Merchant payments,100808237,60171102124,2146
maharashtra,2020,3,Recharge & bill payments,58082283,27915727883,2147
maharashtra,2020,3,Financial Services,325453,333669599.6,2148
maharashtra,2020,3,Others,658737,331024593.1,2149
maharashtra,2020,4,Merchant payments,189845640,1.04E+11,2150
maharashtra,2020,4,Peer-to-peer payments,151741840,4.86E+11,2151
maharashtra,2020,4,Recharge & bill payments,64556682,31556917822,2152
maharashtra,2020,4,Financial Services,398409,418399992.5,2153
maharashtra,2020,4,Others,1078433,627692680.4,2154
maharashtra,2021,1,Merchant payments,253043309,1.29E+11,2155
maharashtra,2021,1,Peer-to-peer payments,187021609,5.99E+11,2156
maharashtra,2021,1,Recharge & bill payments,76389103,40057211827,2157
maharashtra,2021,1,Financial Services,439551,492900202.7,2158
maharashtra,2021,1,Others,966668,630909553.5,2159
maharashtra,2021,2,Merchant payments,247194293,1.51E+11,2160
maharashtra,2021,2,Peer-to-peer payments,228551961,7.20E+11,2161
maharashtra,2021,2,Recharge & bill payments,96271138,43154405548,2162
maharashtra,2021,2,Financial Services,504252,536780917,2163
maharashtra,2021,2,Others,1094842,699738247.7,2164
maharashtra,2021,3,Merchant payments,390051884,2.17E+11,2165
maharashtra,2021,3,Peer-to-peer payments,296951706,8.91E+11,2166
maharashtra,2021,3,Recharge & bill payments,103943973,50242023586,2167
maharashtra,2021,3,Financial Services,448646,579098938.7,2168
maharashtra,2021,3,Others,1477851,873324624.2,2169
maharashtra,2021,4,Merchant payments,540351277,3.06E+11,2170
maharashtra,2021,4,Peer-to-peer payments,361865450,1.11E+12,2171
maharashtra,2021,4,Recharge & bill payments,105990417,58087950922,2172
maharashtra,2021,4,Financial Services,606265,707102765.3,2173
maharashtra,2021,4,Others,1918093,1188658731,2174
maharashtra,2022,1,Merchant payments,646277671,3.40E+11,2175
maharashtra,2022,1,Peer-to-peer payments,411989717,1.27E+12,2176
maharashtra,2022,1,Recharge & bill payments,108896881,64507860104,2177
maharashtra,2022,1,Financial Services,583243,677612619.3,2178
maharashtra,2022,1,Others,1758926,1084139454,2179
maharashtra,2022,2,Merchant payments,810961772,4.28E+11,2180
maharashtra,2022,2,Peer-to-peer payments,470258043,1.50E+12,2181
maharashtra,2022,2,Recharge & bill payments,124280427,75110969246,2182
maharashtra,2022,2,Financial Services,490152,559321829.5,2183
maharashtra,2022,2,Others,1542719,930827919.3,2184
maharashtra,2022,3,Merchant payments,876618082,4.32E+11,2185
maharashtra,2022,3,Peer-to-peer payments,483481713,1.43E+12,2186
maharashtra,2022,3,Recharge & bill payments,124545840,79360150487,2187
maharashtra,2022,3,Financial Services,521362,571583115.7,2188
maharashtra,2022,3,Others,1222420,831183386.5,2189
maharashtra,2022,4,Merchant payments,1025666187,5.03E+11,2190
maharashtra,2022,4,Peer-to-peer payments,535142126,1.62E+12,2191
maharashtra,2022,4,Recharge & bill payments,126118544,83576414221,2192
maharashtra,2022,4,Financial Services,620124,699276779.2,2193
maharashtra,2022,4,Others,1228291,914951674.5,2194
manipur,2018,1,Recharge & bill payments,50212,6463184.555,2195
manipur,2018,1,Peer-to-peer payments,26382,115495173.6,2196
manipur,2018,1,Financial Services,2660,412579.5399,2197
manipur,2018,1,Merchant payments,1614,3616475.641,2198
manipur,2018,1,Others,3201,2058760.637,2199
manipur,2018,2,Recharge & bill payments,77991,11541247.78,2200
manipur,2018,2,Peer-to-peer payments,60365,232157389.8,2201
manipur,2018,2,Financial Services,5992,1241901.266,2202
manipur,2018,2,Merchant payments,4041,5366759.828,2203
manipur,2018,2,Others,3332,2902422.65,2204
manipur,2018,3,Peer-to-peer payments,95204,357768750.2,2205
manipur,2018,3,Recharge & bill payments,81323,13912990.48,2206
manipur,2018,3,Merchant payments,7396,9180953.977,2207
manipur,2018,3,Financial Services,2577,333081.6368,2208
manipur,2018,3,Others,2758,2135468.51,2209
manipur,2018,4,Recharge & bill payments,113507,18898063.28,2210
manipur,2018,4,Peer-to-peer payments,104872,562009596,2211
manipur,2018,4,Merchant payments,13333,20685433.28,2212
manipur,2018,4,Financial Services,1452,307325.2438,2213
manipur,2018,4,Others,2946,3783141.535,2214
manipur,2019,1,Peer-to-peer payments,127067,619919870.7,2215
manipur,2019,1,Recharge & bill payments,120000,22106830.37,2216
manipur,2019,1,Merchant payments,15190,14580183.38,2217
manipur,2019,1,Financial Services,800,174777.1728,2218
manipur,2019,1,Others,2352,3116398.756,2219
manipur,2019,2,Peer-to-peer payments,120153,679785849.1,2220
manipur,2019,2,Recharge & bill payments,116500,23573234.27,2221
manipur,2019,2,Merchant payments,18044,15996651.15,2222
manipur,2019,2,Financial Services,387,91955.01538,2223
manipur,2019,2,Others,2341,3342252.575,2224
manipur,2019,3,Recharge & bill payments,180057,36634657.05,2225
manipur,2019,3,Peer-to-peer payments,144965,803335616.6,2226
manipur,2019,3,Merchant payments,17683,20490224.44,2227
manipur,2019,3,Financial Services,358,367865.7885,2228
manipur,2019,3,Others,1945,2723638.65,2229
manipur,2019,4,Recharge & bill payments,212136,44202546.57,2230
manipur,2019,4,Peer-to-peer payments,211927,1123258478,2231
manipur,2019,4,Merchant payments,23094,30486780.45,2232
manipur,2019,4,Financial Services,548,240641.7658,2233
manipur,2019,4,Others,1639,2709234.857,2234
manipur,2020,1,Peer-to-peer payments,451733,2458093402,2235
manipur,2020,1,Recharge & bill payments,285234,62688260.38,2236
