State,District,Year,Quarter,Count,Amount,S.no
gujarat,kachchh district,2021,2,3268191,7040086478,3580
gujarat,surendranagar district,2021,2,1029627,2066433662,3581
gujarat,morbi district,2021,2,1027658,2441470415,3582
gujarat,anand district,2021,3,2268123,3900508554,3583
gujarat,jamnagar district,2021,3,1546406,2841962055,3584
gujarat,devbhumi dwarka district,2021,3,418822,960353473,3585
gujarat,rajkot district,2021,3,3586356,7726777655,3586
gujarat,aravallis district,2021,3,1072139,2034322150,3587
gujarat,chhotaudepur district,2021,3,319271,611013838.1,3588
gujarat,botad district,2021,3,775124,1847036989,3589
gujarat,bharuch district,2021,3,5280607,8322570349,3590
gujarat,bhavnagar district,2021,3,2001668,4470254984,3591
gujarat,junagadh district,2021,3,833587,1786079501,3592
gujarat,mahesana district,2021,3,4085272,8371811502,3593
gujarat,the dangs district,2021,3,142421,220242754.9,3594
gujarat,kheda district,2021,3,1748901,3172710753,3595
gujarat,surat district,2021,3,21214459,40838608900,3596
gujarat,porbandar district,2021,3,275154,690810567.6,3597
gujarat,gandhinagar district,2021,3,6318239,10546315791,3598
gujarat,panch mahals district,2021,3,1549556,2762752529,3599
gujarat,narmada district,2021,3,446278,730606768.6,3600
gujarat,gir somnath district,2021,3,912616,2047248879,3601
gujarat,valsad district,2021,3,4434194,7173200940,3602
gujarat,mahisagar district,2021,3,442046,893324969.9,3603
gujarat,sabar kantha district,2021,3,2129127,3945628261,3604
gujarat,tapi district,2021,3,1010949,1621047026,3605
gujarat,vadodara district,2021,3,10555446,16336422911,3606
gujarat,banas kantha district,2021,3,4877149,11302732745,3607
gujarat,amreli district,2021,3,880856,2030095873,3608
gujarat,ahmadabad district,2021,3,58611265,1.02E+11,3609
gujarat,dohad district,2021,3,924227,1953033067,3610
gujarat,navsari district,2021,3,1703437,2845342547,3611
gujarat,patan district,2021,3,1805160,3735782880,3612
gujarat,kachchh district,2021,3,4378602,9001941153,3613
gujarat,surendranagar district,2021,3,1292951,2671069363,3614
gujarat,morbi district,2021,3,1407999,3472418252,3615
gujarat,anand district,2021,4,2754485,4901381739,3616
gujarat,jamnagar district,2021,4,1892202,3573928285,3617
gujarat,devbhumi dwarka district,2021,4,508824,1236361451,3618
gujarat,rajkot district,2021,4,4398724,9808446764,3619
gujarat,aravallis district,2021,4,1389157,2813603552,3620
gujarat,chhotaudepur district,2021,4,399985,776880205.8,3621
gujarat,botad district,2021,4,981895,2347736166,3622
gujarat,bharuch district,2021,4,6671068,10647007113,3623
gujarat,bhavnagar district,2021,4,2503192,5912161062,3624
gujarat,junagadh district,2021,4,1067289,2439626368,3625
gujarat,mahesana district,2021,4,5022604,10719744657,3626
gujarat,the dangs district,2021,4,175673,266936831.3,3627
gujarat,kheda district,2021,4,2115182,3982871288,3628
gujarat,surat district,2021,4,26358525,51244301661,3629
gujarat,porbandar district,2021,4,334768,922030259.9,3630
gujarat,gandhinagar district,2021,4,7658806,13063535936,3631
gujarat,panch mahals district,2021,4,1950412,3527540821,3632
gujarat,narmada district,2021,4,547754,905726392.7,3633
gujarat,gir somnath district,2021,4,1171670,2747773642,3634
gujarat,valsad district,2021,4,5798487,9554286593,3635
gujarat,mahisagar district,2021,4,559971,1204459444,3636
gujarat,sabar kantha district,2021,4,2653416,5247467975,3637
gujarat,tapi district,2021,4,1283905,2146758330,3638
gujarat,vadodara district,2021,4,12675332,20051547593,3639
gujarat,banas kantha district,2021,4,6396725,14662295530,3640
gujarat,amreli district,2021,4,1108699,2596504411,3641
gujarat,ahmadabad district,2021,4,70075885,1.25E+11,3642
gujarat,dohad district,2021,4,1212646,2565405628,3643
gujarat,navsari district,2021,4,2220944,3782948232,3644
gujarat,patan district,2021,4,2293931,4836124445,3645
gujarat,kachchh district,2021,4,5470337,11281039516,3646
gujarat,surendranagar district,2021,4,1571774,3524100667,3647
gujarat,morbi district,2021,4,1763058,4532702026,3648
gujarat,anand district,2022,1,3048076,5515844714,3649
gujarat,jamnagar district,2022,1,2155185,3995387220,3650
gujarat,devbhumi dwarka district,2022,1,577554,1393188002,3651
gujarat,rajkot district,2022,1,5044420,11183107357,3652
gujarat,aravallis district,2022,1,1603295,3245867370,3653
gujarat,chhotaudepur district,2022,1,469160,961037555.5,3654
gujarat,botad district,2022,1,1089654,2529006397,3655
gujarat,bharuch district,2022,1,7704075,12142511078,3656
gujarat,bhavnagar district,2022,1,2733486,6507151537,3657
gujarat,junagadh district,2022,1,1159000,2632740613,3658
gujarat,mahesana district,2022,1,5772191,12148997855,3659
gujarat,the dangs district,2022,1,199292,319930741.7,3660
gujarat,kheda district,2022,1,2392631,4653031406,3661
gujarat,surat district,2022,1,31199368,60384509134,3662
gujarat,porbandar district,2022,1,368108,1041885112,3663
gujarat,gandhinagar district,2022,1,8605006,14673670632,3664
gujarat,panch mahals district,2022,1,2317566,4354464950,3665
gujarat,narmada district,2022,1,590661,1028206703,3666
gujarat,gir somnath district,2022,1,1311753,3149910594,3667
gujarat,valsad district,2022,1,6673719,11065186874,3668
gujarat,mahisagar district,2022,1,634329,1400068532,3669
gujarat,sabar kantha district,2022,1,3018096,5899494955,3670
gujarat,tapi district,2022,1,1479525,2625677244,3671
gujarat,vadodara district,2022,1,14343830,22232541229,3672
gujarat,banas kantha district,2022,1,7973644,18279879154,3673
gujarat,amreli district,2022,1,1139593,2619535837,3674
gujarat,ahmadabad district,2022,1,79952986,1.41E+11,3675
gujarat,dohad district,2022,1,1492215,3303671730,3676
gujarat,navsari district,2022,1,2558811,4448236738,3677
gujarat,patan district,2022,1,2676329,5505990583,3678
gujarat,kachchh district,2022,1,6493295,13234467234,3679
gujarat,surendranagar district,2022,1,1770045,4155739567,3680
gujarat,morbi district,2022,1,2000248,5171017148,3681
gujarat,anand district,2022,2,3366969,5980713687,3682
gujarat,jamnagar district,2022,2,2577307,4428726323,3683
gujarat,devbhumi dwarka district,2022,2,699907,1553973410,3684
gujarat,rajkot district,2022,2,6063252,12629937170,3685
gujarat,aravallis district,2022,2,1985375,3936343254,3686
gujarat,chhotaudepur district,2022,2,554481,1118837886,3687
gujarat,botad district,2022,2,1319494,2481012651,3688
gujarat,bharuch district,2022,2,8898927,13524403307,3689
gujarat,bhavnagar district,2022,2,3280598,7203081678,3690
gujarat,junagadh district,2022,2,1303634,2870016920,3691
gujarat,mahesana district,2022,2,6831581,13686497406,3692
gujarat,the dangs district,2022,2,242942,386904516.3,3693
gujarat,kheda district,2022,2,2804743,5136552729,3694
gujarat,surat district,2022,2,37371820,68525386888,3695
gujarat,porbandar district,2022,2,451806,1247309372,3696
gujarat,gandhinagar district,2022,2,10158506,16650584409,3697
gujarat,panch mahals district,2022,2,2768107,4913162125,3698
gujarat,narmada district,2022,2,728214,1199594622,3699
gujarat,gir somnath district,2022,2,1593762,3597900919,3700
gujarat,valsad district,2022,2,8033358,12554813235,3701
gujarat,mahisagar district,2022,2,787617,1679677472,3702
gujarat,sabar kantha district,2022,2,3593785,6977672566,3703
gujarat,tapi district,2022,2,1783511,3029292345,3704
gujarat,vadodara district,2022,2,16566055,24927078678,3705
gujarat,banas kantha district,2022,2,9732655,20605533611,3706
gujarat,amreli district,2022,2,1320163,2813019600,3707
gujarat,ahmadabad district,2022,2,96453555,1.62E+11,3708
gujarat,dohad district,2022,2,1809814,3896428798,3709
gujarat,navsari district,2022,2,3327016,5310124254,3710
gujarat,patan district,2022,2,3116746,6276857246,3711
gujarat,kachchh district,2022,2,7934471,15334005512,3712
gujarat,surendranagar district,2022,2,2087742,4713415151,3713
gujarat,morbi district,2022,2,2504883,6103036588,3714
gujarat,anand district,2022,3,3910410,6469350595,3715
gujarat,jamnagar district,2022,3,3714625,5733544044,3716
gujarat,devbhumi dwarka district,2022,3,918151,1779143513,3717
gujarat,rajkot district,2022,3,8053297,15206611341,3718
gujarat,aravallis district,2022,3,2236769,3920741953,3719
gujarat,chhotaudepur district,2022,3,545300,995504884.8,3720
gujarat,botad district,2022,3,1433437,2591773864,3721
gujarat,bharuch district,2022,3,11270803,15949022078,3722
gujarat,bhavnagar district,2022,3,4568839,9041452291,3723
gujarat,junagadh district,2022,3,1537367,3043926125,3724
gujarat,mahesana district,2022,3,6403784,12429803357,3725
gujarat,the dangs district,2022,3,254111,381893547.7,3726
gujarat,kheda district,2022,3,3591066,5933588858,3727
gujarat,surat district,2022,3,46500453,78304481289,3728
gujarat,porbandar district,2022,3,578802,1357830611,3729
gujarat,gandhinagar district,2022,3,10879868,17098915693,3730
gujarat,panch mahals district,2022,3,2823294,4508411918,3731
gujarat,narmada district,2022,3,723343,1114771649,3732
gujarat,gir somnath district,2022,3,1406104,3027458849,3733
gujarat,valsad district,2022,3,9633288,13905599409,3734
gujarat,mahisagar district,2022,3,1122900,1986607332,3735
gujarat,sabar kantha district,2022,3,3760015,6565494235,3736
gujarat,tapi district,2022,3,1473584,2258710020,3737
gujarat,vadodara district,2022,3,23318716,32733106035,3738
gujarat,banas kantha district,2022,3,11035119,22401495022,3739
gujarat,amreli district,2022,3,1325138,2656525027,3740
gujarat,ahmadabad district,2022,3,117574996,1.84E+11,3741
gujarat,dohad district,2022,3,2182542,3862273582,3742
gujarat,navsari district,2022,3,2421727,3829182730,3743
gujarat,patan district,2022,3,3407916,6332131544,3744
gujarat,kachchh district,2022,3,9375781,16533683640,3745
gujarat,surendranagar district,2022,3,2522750,5153708092,3746
gujarat,morbi district,2022,3,2735437,6075514371,3747
gujarat,anand district,2022,4,4351503,7433779371,3748
gujarat,jamnagar district,2022,4,4945374,7625464587,3749
gujarat,devbhumi dwarka district,2022,4,910863,1848097499,3750
gujarat,rajkot district,2022,4,9260831,17834314869,3751
gujarat,aravallis district,2022,4,2532438,4651225998,3752
gujarat,chhotaudepur district,2022,4,640222,1199597590,3753
gujarat,botad district,2022,4,1634212,3051272765,3754
gujarat,bharuch district,2022,4,15879527,22486941030,3755
gujarat,bhavnagar district,2022,4,5089277,10905403198,3756
gujarat,junagadh district,2022,4,2532155,4948034874,3757
gujarat,mahesana district,2022,4,7160396,14173625244,3758
gujarat,the dangs district,2022,4,317748,463583958.9,3759
gujarat,kheda district,2022,4,3509944,6102744147,3760
gujarat,surat district,2022,4,52037142,85923991747,3761
gujarat,porbandar district,2022,4,615650,1513924726,3762
gujarat,gandhinagar district,2022,4,12010565,19015449814,3763
gujarat,panch mahals district,2022,4,3308022,5455257544,3764
gujarat,narmada district,2022,4,846033,1308463853,3765
gujarat,gir somnath district,2022,4,1671989,3731133998,3766
gujarat,valsad district,2022,4,11103340,15842261458,3767
gujarat,mahisagar district,2022,4,1619162,2861334019,3768
gujarat,sabar kantha district,2022,4,4958012,8965673463,3769
gujarat,tapi district,2022,4,1635320,2610910574,3770
gujarat,vadodara district,2022,4,20968443,30304178848,3771
gujarat,banas kantha district,2022,4,12352158,25179922290,3772
gujarat,amreli district,2022,4,1619039,3343832002,3773
gujarat,ahmadabad district,2022,4,133174553,2.12E+11,3774
gujarat,dohad district,2022,4,2608983,4807410075,3775
gujarat,navsari district,2022,4,2509503,4046502523,3776
gujarat,patan district,2022,4,3819745,7472645579,3777
gujarat,kachchh district,2022,4,9617702,17113433243,3778
gujarat,surendranagar district,2022,4,2537495,5716407621,3779
gujarat,morbi district,2022,4,3378672,7944369114,3780
haryana,yamunanagar district,2018,1,102917,125333909.6,3781
haryana,sonipat district,2018,1,178766,279804665.7,3782
haryana,jind district,2018,1,117357,186842136.2,3783
haryana,rohtak district,2018,1,121728,215207976.2,3784
haryana,faridabad district,2018,1,521939,772738359.2,3785
haryana,mahendragarh district,2018,1,89413,119624308,3786
haryana,hisar district,2018,1,240517,355732765.8,3787
haryana,karnal district,2018,1,169313,247718779.1,3788
haryana,fatehabad district,2018,1,116455,105677674.3,3789
haryana,palwal district,2018,1,97942,145340107.6,3790
haryana,charkhi dadri district,2018,1,32910,49515979.82,3791
haryana,ambala district,2018,1,119503,189250271.9,3792
haryana,rewari district,2018,1,199418,280095218.8,3793
haryana,panchkula district,2018,1,86298,142847688.5,3794
haryana,bhiwani district,2018,1,125150,190361119.4,3795
haryana,sirsa district,2018,1,164867,164313975.9,3796
haryana,mewat district,2018,1,80255,132978792.6,3797
haryana,panipat district,2018,1,183960,263054774.7,3798
haryana,gurugram district,2018,1,1408070,2317083394,3799
haryana,kaithal district,2018,1,98466,149686426.2,3800
haryana,kurukshetra district,2018,1,110204,172343157.3,3801
haryana,jhajjar district,2018,1,115322,187960033.8,3802
haryana,yamunanagar district,2018,2,145792,222903345.7,3803
haryana,sonipat district,2018,2,253130,475518495.5,3804
haryana,jind district,2018,2,155618,316637352.4,3805
haryana,rohtak district,2018,2,179677,372787270.3,3806
haryana,faridabad district,2018,2,698865,1211325239,3807
haryana,mahendragarh district,2018,2,120215,213293581.5,3808
haryana,hisar district,2018,2,320500,627894549.3,3809
haryana,karnal district,2018,2,224254,430353501.6,3810
haryana,fatehabad district,2018,2,169161,203643680.9,3811
haryana,palwal district,2018,2,128161,242183536.6,3812
haryana,charkhi dadri district,2018,2,43322,88537038.62,3813
haryana,ambala district,2018,2,180500,352994750.9,3814
haryana,rewari district,2018,2,263194,453157049.1,3815
haryana,panchkula district,2018,2,130924,264234229.4,3816
haryana,bhiwani district,2018,2,167009,329873004.9,3817
haryana,sirsa district,2018,2,234948,288080253.2,3818
haryana,mewat district,2018,2,115296,249716563.9,3819
haryana,panipat district,2018,2,265754,440169913.4,3820
haryana,gurugram district,2018,2,1893511,3604758915,3821
haryana,kaithal district,2018,2,142167,283466007.1,3822
haryana,kurukshetra district,2018,2,153556,302704098.7,3823
haryana,jhajjar district,2018,2,165377,346182064.8,3824
haryana,yamunanagar district,2018,3,165095,320728121.9,3825
haryana,sonipat district,2018,3,315829,689899150.9,3826
haryana,jind district,2018,3,186905,487064678.2,3827
haryana,rohtak district,2018,3,242013,568546327.5,3828
haryana,faridabad district,2018,3,1058983,1722572594,3829
haryana,mahendragarh district,2018,3,145319,313539207,3830
haryana,hisar district,2018,3,390428,961080725.8,3831
haryana,karnal district,2018,3,282956,594890204,3832
haryana,fatehabad district,2018,3,159967,308682509,3833
haryana,palwal district,2018,3,173758,381999796.5,3834
haryana,charkhi dadri district,2018,3,49278,120685428.9,3835
haryana,ambala district,2018,3,233248,522223540.2,3836
haryana,rewari district,2018,3,350599,643047741.8,3837
haryana,panchkula district,2018,3,171066,391072983.3,3838
haryana,bhiwani district,2018,3,207426,475078358.2,3839
haryana,sirsa district,2018,3,222321,409263123.9,3840
haryana,mewat district,2018,3,138275,371454678.1,3841
haryana,panipat district,2018,3,331409,660571357.3,3842
haryana,gurugram district,2018,3,2877059,5115393852,3843
haryana,kaithal district,2018,3,149271,393148924.8,3844
haryana,kurukshetra district,2018,3,195635,451182253.5,3845
haryana,jhajjar district,2018,3,215184,473013450.7,3846
haryana,yamunanagar district,2018,4,216626,469237640,3847
haryana,sonipat district,2018,4,428989,1037340218,3848
haryana,jind district,2018,4,259036,778822776.5,3849
haryana,rohtak district,2018,4,300319,829370093,3850
haryana,faridabad district,2018,4,2271109,2832603201,3851
haryana,mahendragarh district,2018,4,211639,545441258,3852
haryana,hisar district,2018,4,511206,1476103126,3853
haryana,karnal district,2018,4,356327,883621789.5,3854
haryana,fatehabad district,2018,4,203164,453801170,3855
haryana,palwal district,2018,4,383775,672481291.5,3856
haryana,charkhi dadri district,2018,4,69055,210310441.3,3857
haryana,ambala district,2018,4,313017,778868451.3,3858
haryana,rewari district,2018,4,535609,1038332554,3859
haryana,panchkula district,2018,4,237408,563481852.2,3860
haryana,bhiwani district,2018,4,267720,748611718.7,3861
haryana,sirsa district,2018,4,290380,618718729.6,3862
haryana,mewat district,2018,4,223048,658766830.3,3863
haryana,panipat district,2018,4,427930,960831967,3864
haryana,gurugram district,2018,4,4651606,7834266745,3865
haryana,kaithal district,2018,4,211975,600215099,3866
haryana,kurukshetra district,2018,4,260273,658077491.7,3867
haryana,jhajjar district,2018,4,319972,741571573.9,3868
haryana,yamunanagar district,2019,1,316341,621768079.7,3869
haryana,sonipat district,2019,1,699422,1419939621,3870
haryana,jind district,2019,1,347169,901895353.7,3871
haryana,rohtak district,2019,1,575222,1345411743,3872
haryana,faridabad district,2019,1,4020631,4128377201,3873
haryana,mahendragarh district,2019,1,329809,700858191.1,3874
haryana,hisar district,2019,1,703750,1656524676,3875
haryana,karnal district,2019,1,589011,1295083691,3876
haryana,fatehabad district,2019,1,241196,525503934.4,3877
haryana,palwal district,2019,1,719323,1032542809,3878
haryana,charkhi dadri district,2019,1,87835,251032566.7,3879
haryana,ambala district,2019,1,448912,923757681.9,3880
haryana,rewari district,2019,1,992599,1395914440,3881
haryana,panchkula district,2019,1,336765,690225761,3882
haryana,bhiwani district,2019,1,365815,911210973.4,3883
haryana,sirsa district,2019,1,384247,765910302,3884
haryana,mewat district,2019,1,366223,978845773.9,3885
haryana,panipat district,2019,1,685081,1414874465,3886
haryana,gurugram district,2019,1,8723777,10558099867,3887
haryana,kaithal district,2019,1,286388,720662628.1,3888
haryana,kurukshetra district,2019,1,368183,771166495.1,3889
haryana,jhajjar district,2019,1,548076,1042049466,3890
haryana,yamunanagar district,2019,2,322842,733097991.6,3891
haryana,sonipat district,2019,2,888795,2100408323,3892
haryana,jind district,2019,2,335183,1085616289,3893
haryana,rohtak district,2019,2,1096201,2813329871,3894
haryana,faridabad district,2019,2,3523377,4505940224,3895
haryana,mahendragarh district,2019,2,359714,903928698.6,3896
haryana,hisar district,2019,2,761001,2054472611,3897
haryana,karnal district,2019,2,814251,2062725762,3898
haryana,fatehabad district,2019,2,212170,601431999.7,3899
haryana,palwal district,2019,2,741633,1293085678,3900
haryana,charkhi dadri district,2019,2,99348,298692889.3,3901
haryana,ambala district,2019,2,516192,1205417088,3902
haryana,rewari district,2019,2,889511,1639474281,3903
haryana,panchkula district,2019,2,351461,780115034.4,3904
haryana,bhiwani district,2019,2,374433,1139830017,3905
haryana,sirsa district,2019,2,344381,869817209.3,3906
haryana,mewat district,2019,2,415855,1221071244,3907
haryana,panipat district,2019,2,1019615,2473242371,3908
haryana,gurugram district,2019,2,8386864,11575310786,3909
haryana,kaithal district,2019,2,298191,881165185.4,3910
haryana,kurukshetra district,2019,2,421509,955339769.8,3911
haryana,jhajjar district,2019,2,569289,1308026489,3912
haryana,yamunanagar district,2019,3,399398,857965334.8,3913
haryana,sonipat district,2019,3,1066029,2495689740,3914
haryana,jind district,2019,3,408678,1216085136,3915
haryana,rohtak district,2019,3,1158516,3225248553,3916
haryana,faridabad district,2019,3,4701377,5869168552,3917
haryana,mahendragarh district,2019,3,507177,1079689951,3918
haryana,hisar district,2019,3,1055411,2558826215,3919
haryana,karnal district,2019,3,991286,2467996779,3920
haryana,fatehabad district,2019,3,283362,718709989,3921
haryana,palwal district,2019,3,1061268,1687988450,3922
haryana,charkhi dadri district,2019,3,136612,339477044.5,3923
haryana,ambala district,2019,3,637004,1419170555,3924
haryana,rewari district,2019,3,1206241,2010833862,3925
haryana,panchkula district,2019,3,484783,992298739.8,3926
haryana,bhiwani district,2019,3,475369,1281625493,3927
haryana,sirsa district,2019,3,420805,994405010.9,3928
haryana,mewat district,2019,3,620519,1477213720,3929
haryana,panipat district,2019,3,1155825,2901827843,3930
haryana,gurugram district,2019,3,11843666,15022524505,3931
haryana,kaithal district,2019,3,358681,1010171721,3932
haryana,kurukshetra district,2019,3,616227,1219547000,3933
haryana,jhajjar district,2019,3,755297,1642655006,3934
haryana,yamunanagar district,2019,4,498392,1112625526,3935
haryana,sonipat district,2019,4,1368457,3347168253,3936
haryana,jind district,2019,4,536486,1639970055,3937
haryana,rohtak district,2019,4,1428337,4158625642,3938
haryana,faridabad district,2019,4,5358174,7782346424,3939
haryana,mahendragarh district,2019,4,694592,1584910815,3940
haryana,hisar district,2019,4,1309901,3351369913,3941
haryana,karnal district,2019,4,1280457,3322975422,3942
haryana,fatehabad district,2019,4,377876,992743748.6,3943
haryana,palwal district,2019,4,1273274,2370503274,3944
haryana,charkhi dadri district,2019,4,168941,463339408.3,3945
haryana,ambala district,2019,4,820296,1895665171,3946
haryana,rewari district,2019,4,1538398,2831585560,3947
haryana,panchkula district,2019,4,573361,1179807256,3948
haryana,bhiwani district,2019,4,618484,1752990396,3949
haryana,sirsa district,2019,4,558726,1348363728,3950
haryana,mewat district,2019,4,850275,2267476888,3951
haryana,panipat district,2019,4,1437677,3870819295,3952
haryana,gurugram district,2019,4,14935865,19000424238,3953
haryana,kaithal district,2019,4,435877,1329296855,3954
haryana,kurukshetra district,2019,4,796665,1609238971,3955
haryana,jhajjar district,2019,4,965474,2147473030,3956
haryana,yamunanagar district,2020,1,558348,1172835686,3957
haryana,sonipat district,2020,1,2016893,5091258326,3958
haryana,jind district,2020,1,792514,2305447629,3959
haryana,rohtak district,2020,1,1803076,5175066327,3960
haryana,faridabad district,2020,1,5840117,8881105700,3961
haryana,mahendragarh district,2020,1,812720,1774232509,3962
haryana,hisar district,2020,1,1533724,3820470010,3963
haryana,karnal district,2020,1,1579733,4003478769,3964
haryana,fatehabad district,2020,1,438880,1074164857,3965
haryana,palwal district,2020,1,1613263,3109146807,3966
haryana,charkhi dadri district,2020,1,208834,562772483.6,3967
haryana,ambala district,2020,1,956506,2112697117,3968
haryana,rewari district,2020,1,1747564,3142595798,3969
haryana,panchkula district,2020,1,651033,1274745092,3970
haryana,bhiwani district,2020,1,768147,2100759581,3971
haryana,sirsa district,2020,1,656981,1538727815,3972
haryana,mewat district,2020,1,1241283,3154872672,3973
haryana,panipat district,2020,1,1781967,4661669007,3974
haryana,gurugram district,2020,1,16484737,21152356889,3975
haryana,kaithal district,2020,1,483716,1393783067,3976
haryana,kurukshetra district,2020,1,976468,2101835665,3977
haryana,jhajjar district,2020,1,1089583,2372192750,3978
haryana,yamunanagar district,2020,2,645364,1269799998,3979
haryana,sonipat district,2020,2,2067865,5016220638,3980
haryana,jind district,2020,2,791601,2194774578,3981
haryana,rohtak district,2020,2,2050920,5946541939,3982
haryana,faridabad district,2020,2,5775792,8177450074,3983
haryana,mahendragarh district,2020,2,1152066,2503496878,3984
haryana,hisar district,2020,2,1644838,4146210408,3985
haryana,karnal district,2020,2,1629574,4045109843,3986
haryana,fatehabad district,2020,2,533673,1312791083,3987
haryana,palwal district,2020,2,2090627,3788124543,3988
haryana,charkhi dadri district,2020,2,301953,834008663.5,3989
haryana,ambala district,2020,2,1016809,2154410296,3990
haryana,rewari district,2020,2,2022132,3582603329,3991
haryana,panchkula district,2020,2,619625,1199233109,3992
haryana,bhiwani district,2020,2,973720,2795033053,3993
haryana,sirsa district,2020,2,759835,1811788465,3994
haryana,mewat district,2020,2,1598705,3658746772,3995
haryana,panipat district,2020,2,2011582,5207544727,3996
haryana,gurugram district,2020,2,11284856,14426170121,3997
haryana,kaithal district,2020,2,583834,1619967939,3998
haryana,kurukshetra district,2020,2,978542,2346620365,3999
haryana,jhajjar district,2020,2,1247137,2674618101,4000
haryana,yamunanagar district,2020,3,763343,1615787282,4001
haryana,sonipat district,2020,3,2922945,7024743099,4002
haryana,jind district,2020,3,893421,2533560699,4003
haryana,rohtak district,2020,3,1740356,4643691558,4004
haryana,faridabad district,2020,3,8700173,13490214443,4005
haryana,mahendragarh district,2020,3,1444047,3179331732,4006
haryana,hisar district,2020,3,2209518,5761605478,4007
haryana,karnal district,2020,3,1955755,4578348863,4008
haryana,fatehabad district,2020,3,623907,1615396731,4009
haryana,palwal district,2020,3,2672871,4869775359,4010
haryana,charkhi dadri district,2020,3,356875,1030013843,4011
haryana,ambala district,2020,3,1529567,3610359386,4012
haryana,rewari district,2020,3,3041169,5346067429,4013
haryana,panchkula district,2020,3,802938,1612924042,4014
haryana,bhiwani district,2020,3,1151218,3304152585,4015
haryana,sirsa district,2020,3,907337,2219962582,4016
haryana,mewat district,2020,3,2107221,5099537213,4017
haryana,panipat district,2020,3,2334545,5809998641,4018
haryana,gurugram district,2020,3,18098421,23437360422,4019
haryana,kaithal district,2020,3,679617,1932756088,4020
haryana,kurukshetra district,2020,3,1320433,3113702590,4021
haryana,jhajjar district,2020,3,1682502,3738660380,4022
haryana,yamunanagar district,2020,4,1077956,2410444772,4023
haryana,sonipat district,2020,4,3721622,9010603702,4024
haryana,jind district,2020,4,1272317,3898130379,4025
haryana,rohtak district,2020,4,2331057,6256117816,4026
haryana,faridabad district,2020,4,12149079,19603646063,4027
haryana,mahendragarh district,2020,4,2071830,5132014526,4028
haryana,hisar district,2020,4,3190398,8738948859,4029
haryana,karnal district,2020,4,2527301,6152410696,4030
haryana,fatehabad district,2020,4,929917,2561718838,4031
haryana,palwal district,2020,4,3692902,7333424919,4032
haryana,charkhi dadri district,2020,4,516694,1591959233,4033
haryana,ambala district,2020,4,1935671,4518807088,4034
haryana,rewari district,2020,4,4329508,8169865745,4035
haryana,panchkula district,2020,4,1120856,2225317959,4036
haryana,bhiwani district,2020,4,1703541,5280654024,4037
haryana,sirsa district,2020,4,1289154,3492793678,4038
haryana,mewat district,2020,4,2948645,7484819525,4039
haryana,panipat district,2020,4,3059943,7874714736,4040
haryana,gurugram district,2020,4,28192581,35629614077,4041
haryana,kaithal district,2020,4,959377,2945844253,4042
haryana,kurukshetra district,2020,4,1721950,4141680049,4043
haryana,jhajjar district,2020,4,2429140,5544973431,4044
haryana,yamunanagar district,2021,1,1043361,2388580347,4045
haryana,sonipat district,2021,1,4353956,9992974986,4046
haryana,jind district,2021,1,1154593,3573969998,4047
haryana,rohtak district,2021,1,2708295,6792159647,4048
haryana,faridabad district,2021,1,12970900,21241648454,4049
haryana,mahendragarh district,2021,1,2091685,5054815919,4050
haryana,hisar district,2021,1,3294765,8859730937,4051
haryana,karnal district,2021,1,2822406,6379825747,4052
haryana,fatehabad district,2021,1,997671,2397117721,4053
haryana,palwal district,2021,1,3641453,7214450169,4054
haryana,charkhi dadri district,2021,1,500029,1545051474,4055
haryana,ambala district,2021,1,2455019,5222888389,4056
haryana,rewari district,2021,1,4385531,8303713647,4057
haryana,panchkula district,2021,1,1145687,2252411266,4058
haryana,bhiwani district,2021,1,1699650,5156315676,4059
haryana,sirsa district,2021,1,1294809,3492030665,4060
haryana,mewat district,2021,1,3236320,8671355565,4061
haryana,panipat district,2021,1,3288095,7866864997,4062
haryana,gurugram district,2021,1,31719830,39350276709,4063
haryana,kaithal district,2021,1,852261,2586851317,4064
haryana,kurukshetra district,2021,1,2295153,5110348415,4065
haryana,jhajjar district,2021,1,2301315,5484919038,4066
haryana,yamunanagar district,2021,2,1288367,2864427757,4067
haryana,sonipat district,2021,2,5818055,12924700817,4068
haryana,jind district,2021,2,1550803,4689686886,4069
haryana,rohtak district,2021,2,3586587,8769888645,4070
haryana,faridabad district,2021,2,14467773,23831325860,4071
haryana,mahendragarh district,2021,2,2724054,6287702298,4072
haryana,hisar district,2021,2,4588374,11866795027,4073
haryana,karnal district,2021,2,3501189,7822099241,4074
haryana,fatehabad district,2021,2,1100601,3020218253,4075
haryana,palwal district,2021,2,4765916,9533885153,4076
haryana,charkhi dadri district,2021,2,684041,2088906080,4077
haryana,ambala district,2021,2,3023586,6179397558,4078
haryana,rewari district,2021,2,5377720,9762169803,4079
haryana,panchkula district,2021,2,1272702,2459954746,4080
haryana,bhiwani district,2021,2,2267331,6728640756,4081
haryana,sirsa district,2021,2,1608624,4366016287,4082
haryana,mewat district,2021,2,4011429,9985192716,4083
haryana,panipat district,2021,2,4781725,10716524259,4084
haryana,gurugram district,2021,2,32311326,39938868048,4085
haryana,kaithal district,2021,2,1115241,3361028624,4086
haryana,kurukshetra district,2021,2,2888055,6319003500,4087
haryana,jhajjar district,2021,2,2947357,6840921926,4088
haryana,yamunanagar district,2021,3,1645578,3389970834,4089
haryana,sonipat district,2021,3,7173052,14357121850,4090
