State,District,Year,Quarter,Count,Amount,S.no
madhya-pradesh,neemuch district,2020,2,647097,1070993929,7526
madhya-pradesh,raisen district,2020,2,1262637,2158327799,7527
madhya-pradesh,mandsaur district,2020,2,988154,1894387004,7528
madhya-pradesh,barwani district,2020,2,504022,917979409.5,7529
madhya-pradesh,katni district,2020,2,697772,1227357563,7530
madhya-pradesh,dindori district,2020,2,294665,642902838,7531
madhya-pradesh,shivpuri district,2020,2,765616,1802939903,7532
madhya-pradesh,gwalior district,2020,2,2624767,4775816369,7533
madhya-pradesh,anuppur district,2020,2,528535,980195492.1,7534
madhya-pradesh,agar malwa district,2020,2,457894,1029333871,7535
madhya-pradesh,ashoknagar district,2020,2,411999,915854462,7536
madhya-pradesh,sagar district,2020,2,1633278,2989078263,7537
madhya-pradesh,niwari district,2020,2,163980,323550911.8,7538
madhya-pradesh,rewa district,2020,2,1877915,3929625255,7539
madhya-pradesh,shajapur district,2020,2,963692,2009109363,7540
madhya-pradesh,ujjain district,2020,2,2060273,3502234254,7541
madhya-pradesh,bhind district,2020,2,860061,1567302614,7542
madhya-pradesh,tikamgarh district,2020,2,433833,870779989,7543
madhya-pradesh,seoni district,2020,2,919072,1876111769,7544
madhya-pradesh,harda district,2020,2,437409,923750328.3,7545
madhya-pradesh,burhanpur district,2020,2,448472,721369190.6,7546
madhya-pradesh,damoh district,2020,2,503111,957636734.1,7547
madhya-pradesh,bhopal district,2020,2,14074026,27679446324,7548
madhya-pradesh,jhabua district,2020,2,345216,610389566.4,7549
madhya-pradesh,dhar district,2020,2,1792207,2906918484,7550
madhya-pradesh,guna district,2020,2,900412,2035955768,7551
madhya-pradesh,east nimar district,2020,2,941821,1549743256,7552
madhya-pradesh,chhindwara district,2020,2,1950309,3543387313,7553
madhya-pradesh,umaria district,2020,2,340098,646825289.7,7554
madhya-pradesh,mandla district,2020,2,480536,850370429.3,7555
madhya-pradesh,indore district,2020,2,13320426,28685653052,7556
madhya-pradesh,shahdol district,2020,2,791555,1542516881,7557
madhya-pradesh,ratlam district,2020,2,1214400,2377066090,7558
madhya-pradesh,panna district,2020,2,411969,812220357.4,7559
madhya-pradesh,chhatarpur district,2020,2,788845,1487940664,7560
madhya-pradesh,morena district,2020,3,1099715,2513158394,7561
madhya-pradesh,alirajpur district,2020,3,161857,315733167.6,7562
madhya-pradesh,sehore district,2020,3,2512141,4197137117,7563
madhya-pradesh,rajgarh district,2020,3,1602252,3377561393,7564
madhya-pradesh,khargone district,2020,3,1565121,3022308238,7565
madhya-pradesh,satna district,2020,3,1679598,2978185557,7566
madhya-pradesh,narsinghpur district,2020,3,1085273,1966793015,7567
madhya-pradesh,jabalpur district,2020,3,3568035,6733555698,7568
madhya-pradesh,hoshangabad district,2020,3,1307021,2338006892,7569
madhya-pradesh,vidisha district,2020,3,1426125,2699925270,7570
madhya-pradesh,balaghat district,2020,3,1530617,2772263233,7571
madhya-pradesh,singrauli district,2020,3,1641125,3159908500,7572
madhya-pradesh,betul district,2020,3,1615774,2736945398,7573
madhya-pradesh,sidhi district,2020,3,746341,1582656776,7574
madhya-pradesh,datia district,2020,3,436118,971355519.2,7575
madhya-pradesh,dewas district,2020,3,2498225,4394184455,7576
madhya-pradesh,sheopur district,2020,3,310991,657392233.1,7577
madhya-pradesh,neemuch district,2020,3,806043,1532695172,7578
madhya-pradesh,raisen district,2020,3,1624365,2628295545,7579
madhya-pradesh,mandsaur district,2020,3,1213750,2435251645,7580
madhya-pradesh,barwani district,2020,3,615021,1216096421,7581
madhya-pradesh,katni district,2020,3,902355,1601344230,7582
madhya-pradesh,dindori district,2020,3,362774,759222383.9,7583
madhya-pradesh,shivpuri district,2020,3,918103,2176411286,7584
madhya-pradesh,gwalior district,2020,3,3978884,7817520356,7585
madhya-pradesh,anuppur district,2020,3,664283,1208285677,7586
madhya-pradesh,agar malwa district,2020,3,488774,1136830442,7587
madhya-pradesh,ashoknagar district,2020,3,482485,1045446573,7588
madhya-pradesh,sagar district,2020,3,2022389,3708622884,7589
madhya-pradesh,niwari district,2020,3,193815,392982412.9,7590
madhya-pradesh,rewa district,2020,3,2086383,3959365506,7591
madhya-pradesh,shajapur district,2020,3,1095702,2192556606,7592
madhya-pradesh,ujjain district,2020,3,2921971,5297389627,7593
madhya-pradesh,bhind district,2020,3,979454,2048190964,7594
madhya-pradesh,tikamgarh district,2020,3,491496,959433739.9,7595
madhya-pradesh,seoni district,2020,3,1053694,2089162276,7596
madhya-pradesh,harda district,2020,3,500606,931935805.4,7597
madhya-pradesh,burhanpur district,2020,3,572555,1021350623,7598
madhya-pradesh,damoh district,2020,3,570162,1143180967,7599
madhya-pradesh,bhopal district,2020,3,29560361,57525605026,7600
madhya-pradesh,jhabua district,2020,3,373102,726655152,7601
madhya-pradesh,dhar district,2020,3,2527639,4260243323,7602
madhya-pradesh,guna district,2020,3,1133377,2443104469,7603
madhya-pradesh,east nimar district,2020,3,1094471,1837941947,7604
madhya-pradesh,chhindwara district,2020,3,2113701,3726188141,7605
madhya-pradesh,umaria district,2020,3,421809,769775751.5,7606
madhya-pradesh,mandla district,2020,3,574815,1031317389,7607
madhya-pradesh,indore district,2020,3,17544816,31851463021,7608
madhya-pradesh,shahdol district,2020,3,971434,1856954171,7609
madhya-pradesh,ratlam district,2020,3,1510708,3061414645,7610
madhya-pradesh,panna district,2020,3,475441,957142671.5,7611
madhya-pradesh,chhatarpur district,2020,3,946814,1935232278,7612
madhya-pradesh,morena district,2020,4,1558956,3953477371,7613
madhya-pradesh,alirajpur district,2020,4,218291,424965978.9,7614
madhya-pradesh,sehore district,2020,4,3633263,6071266571,7615
madhya-pradesh,rajgarh district,2020,4,2246137,4772213369,7616
madhya-pradesh,khargone district,2020,4,2316421,4494479656,7617
madhya-pradesh,satna district,2020,4,2441893,4730850081,7618
madhya-pradesh,narsinghpur district,2020,4,1564453,3012480790,7619
madhya-pradesh,jabalpur district,2020,4,5245511,9769636688,7620
madhya-pradesh,hoshangabad district,2020,4,2019683,3611030905,7621
madhya-pradesh,vidisha district,2020,4,2048942,3935091665,7622
madhya-pradesh,balaghat district,2020,4,2264084,4327237254,7623
madhya-pradesh,singrauli district,2020,4,2307583,4532106287,7624
madhya-pradesh,betul district,2020,4,2338983,4155886909,7625
madhya-pradesh,sidhi district,2020,4,1056459,2364979331,7626
madhya-pradesh,datia district,2020,4,610567,1444388557,7627
madhya-pradesh,dewas district,2020,4,3659099,6453013619,7628
madhya-pradesh,sheopur district,2020,4,426813,952730306.3,7629
madhya-pradesh,neemuch district,2020,4,1138127,2294476553,7630
madhya-pradesh,raisen district,2020,4,2354383,3795545559,7631
madhya-pradesh,mandsaur district,2020,4,1702849,3599293908,7632
madhya-pradesh,barwani district,2020,4,942429,1900039063,7633
madhya-pradesh,katni district,2020,4,1313363,2477741226,7634
madhya-pradesh,dindori district,2020,4,507945,1044878188,7635
madhya-pradesh,shivpuri district,2020,4,1338636,3314285091,7636
madhya-pradesh,gwalior district,2020,4,6115831,12129267095,7637
madhya-pradesh,anuppur district,2020,4,968828,1811583634,7638
madhya-pradesh,agar malwa district,2020,4,687422,1634982482,7639
madhya-pradesh,ashoknagar district,2020,4,668278,1488084430,7640
madhya-pradesh,sagar district,2020,4,2882971,5341735254,7641
madhya-pradesh,niwari district,2020,4,263987,587169247.9,7642
madhya-pradesh,rewa district,2020,4,3045335,6440539078,7643
madhya-pradesh,shajapur district,2020,4,1557727,3122785610,7644
madhya-pradesh,ujjain district,2020,4,4280284,7849328205,7645
madhya-pradesh,bhind district,2020,4,1375781,3148511020,7646
madhya-pradesh,tikamgarh district,2020,4,689996,1420798584,7647
madhya-pradesh,seoni district,2020,4,1518741,3105941827,7648
madhya-pradesh,harda district,2020,4,745011,1358337158,7649
madhya-pradesh,burhanpur district,2020,4,835693,1468116825,7650
madhya-pradesh,damoh district,2020,4,795381,1648755983,7651
madhya-pradesh,bhopal district,2020,4,38492334,67905952478,7652
madhya-pradesh,jhabua district,2020,4,526191,1047606013,7653
madhya-pradesh,dhar district,2020,4,3833814,6450900581,7654
madhya-pradesh,guna district,2020,4,1650908,3557970760,7655
madhya-pradesh,east nimar district,2020,4,1569591,2763633316,7656
madhya-pradesh,chhindwara district,2020,4,3170211,5890642614,7657
madhya-pradesh,umaria district,2020,4,610841,1162284635,7658
madhya-pradesh,mandla district,2020,4,834886,1577936334,7659
madhya-pradesh,indore district,2020,4,25715586,42359214661,7660
madhya-pradesh,shahdol district,2020,4,1463780,2800510420,7661
madhya-pradesh,ratlam district,2020,4,2168894,4568608001,7662
madhya-pradesh,panna district,2020,4,643236,1391244911,7663
madhya-pradesh,chhatarpur district,2020,4,1286133,2810603686,7664
madhya-pradesh,morena district,2021,1,1642617,4076150821,7665
madhya-pradesh,alirajpur district,2021,1,228504,499989236.2,7666
madhya-pradesh,sehore district,2021,1,3804912,6207673601,7667
madhya-pradesh,rajgarh district,2021,1,2591177,5531194246,7668
madhya-pradesh,khargone district,2021,1,2478158,5022742956,7669
madhya-pradesh,satna district,2021,1,2437515,4816296176,7670
madhya-pradesh,narsinghpur district,2021,1,1563580,3177530091,7671
madhya-pradesh,jabalpur district,2021,1,6508756,11341470368,7672
madhya-pradesh,hoshangabad district,2021,1,2149209,3776567780,7673
madhya-pradesh,vidisha district,2021,1,2319909,4298632209,7674
madhya-pradesh,balaghat district,2021,1,2315936,4600620056,7675
madhya-pradesh,singrauli district,2021,1,2282715,4545863631,7676
madhya-pradesh,betul district,2021,1,2398625,4370416167,7677
madhya-pradesh,sidhi district,2021,1,1032630,2364548733,7678
madhya-pradesh,datia district,2021,1,635398,1461101646,7679
madhya-pradesh,dewas district,2021,1,3992803,6833124438,7680
madhya-pradesh,sheopur district,2021,1,441474,999133018.3,7681
madhya-pradesh,neemuch district,2021,1,1242613,2652786981,7682
madhya-pradesh,raisen district,2021,1,2579640,4173866749,7683
madhya-pradesh,mandsaur district,2021,1,1919705,4173482938,7684
madhya-pradesh,barwani district,2021,1,1067563,2248538999,7685
madhya-pradesh,katni district,2021,1,1402614,2685443832,7686
madhya-pradesh,dindori district,2021,1,490349,1119999389,7687
madhya-pradesh,shivpuri district,2021,1,1542033,3503136658,7688
madhya-pradesh,gwalior district,2021,1,7162483,13365571400,7689
madhya-pradesh,anuppur district,2021,1,1029032,1990314405,7690
madhya-pradesh,agar malwa district,2021,1,811955,1905456872,7691
madhya-pradesh,ashoknagar district,2021,1,744766,1569426631,7692
madhya-pradesh,sagar district,2021,1,3149917,5653447302,7693
madhya-pradesh,niwari district,2021,1,260101,590317182.4,7694
madhya-pradesh,rewa district,2021,1,2905406,6260073492,7695
madhya-pradesh,shajapur district,2021,1,1726969,3385896059,7696
madhya-pradesh,ujjain district,2021,1,4926814,8661804509,7697
madhya-pradesh,bhind district,2021,1,1375999,3080179035,7698
madhya-pradesh,tikamgarh district,2021,1,709159,1447720949,7699
madhya-pradesh,seoni district,2021,1,1598317,3496206162,7700
madhya-pradesh,harda district,2021,1,783753,1460099483,7701
madhya-pradesh,burhanpur district,2021,1,901398,1614553569,7702
madhya-pradesh,damoh district,2021,1,823880,1759875820,7703
madhya-pradesh,bhopal district,2021,1,67309234,1.02E+11,7704
madhya-pradesh,jhabua district,2021,1,597586,1283708736,7705
madhya-pradesh,dhar district,2021,1,4368739,7366487165,7706
madhya-pradesh,guna district,2021,1,1882964,3799877431,7707
madhya-pradesh,east nimar district,2021,1,1695991,3040530343,7708
madhya-pradesh,chhindwara district,2021,1,3281453,6171721023,7709
madhya-pradesh,umaria district,2021,1,634168,1277673278,7710
madhya-pradesh,mandla district,2021,1,858851,1727915177,7711
madhya-pradesh,indore district,2021,1,37457244,53867415617,7712
madhya-pradesh,shahdol district,2021,1,1585789,3112033780,7713
madhya-pradesh,ratlam district,2021,1,2401427,5101007537,7714
madhya-pradesh,panna district,2021,1,633224,1480548117,7715
madhya-pradesh,chhatarpur district,2021,1,1313444,2858061843,7716
madhya-pradesh,morena district,2021,2,2232701,5471936992,7717
madhya-pradesh,alirajpur district,2021,2,337155,789494452,7718
madhya-pradesh,sehore district,2021,2,4199604,7779826903,7719
madhya-pradesh,rajgarh district,2021,2,3307789,7622592229,7720
madhya-pradesh,khargone district,2021,2,3055934,6344132532,7721
madhya-pradesh,satna district,2021,2,3121411,6595997323,7722
madhya-pradesh,narsinghpur district,2021,2,1855069,3989323923,7723
madhya-pradesh,jabalpur district,2021,2,6808088,12879587251,7724
madhya-pradesh,hoshangabad district,2021,2,2539274,5124085752,7725
madhya-pradesh,vidisha district,2021,2,2818313,6172397704,7726
madhya-pradesh,balaghat district,2021,2,2827665,5854873523,7727
madhya-pradesh,singrauli district,2021,2,2696777,5447820053,7728
madhya-pradesh,betul district,2021,2,2817683,5192964520,7729
madhya-pradesh,sidhi district,2021,2,1411602,3442541642,7730
madhya-pradesh,datia district,2021,2,827843,2030280649,7731
madhya-pradesh,dewas district,2021,2,4430778,8482648817,7732
madhya-pradesh,sheopur district,2021,2,584509,1455672323,7733
madhya-pradesh,neemuch district,2021,2,1431573,2946323814,7734
madhya-pradesh,raisen district,2021,2,2995052,5530806420,7735
madhya-pradesh,mandsaur district,2021,2,2219684,4866467551,7736
madhya-pradesh,barwani district,2021,2,1345781,2884332779,7737
madhya-pradesh,katni district,2021,2,1723310,3464169343,7738
madhya-pradesh,dindori district,2021,2,608674,1511466140,7739
madhya-pradesh,shivpuri district,2021,2,1989814,4908158569,7740
madhya-pradesh,gwalior district,2021,2,7475892,15466583871,7741
madhya-pradesh,anuppur district,2021,2,1244262,2337702544,7742
madhya-pradesh,agar malwa district,2021,2,973164,2382536116,7743
madhya-pradesh,ashoknagar district,2021,2,1025526,2445354253,7744
madhya-pradesh,sagar district,2021,2,3641764,7548955784,7745
madhya-pradesh,niwari district,2021,2,334508,764025684.2,7746
madhya-pradesh,rewa district,2021,2,3692722,8211449729,7747
madhya-pradesh,shajapur district,2021,2,2078924,4515078777,7748
madhya-pradesh,ujjain district,2021,2,4879699,9676724764,7749
madhya-pradesh,bhind district,2021,2,1929431,4392948922,7750
madhya-pradesh,tikamgarh district,2021,2,978223,2309862362,7751
madhya-pradesh,seoni district,2021,2,1926324,4585663550,7752
madhya-pradesh,harda district,2021,2,1022389,2426740999,7753
madhya-pradesh,burhanpur district,2021,2,1145247,2161598324,7754
madhya-pradesh,damoh district,2021,2,1088303,2419007346,7755
madhya-pradesh,bhopal district,2021,2,74643630,1.27E+11,7756
madhya-pradesh,jhabua district,2021,2,771669,1681131398,7757
madhya-pradesh,dhar district,2021,2,5029916,9012726646,7758
madhya-pradesh,guna district,2021,2,2290014,5355657187,7759
madhya-pradesh,east nimar district,2021,2,2100816,3941324465,7760
madhya-pradesh,chhindwara district,2021,2,3787673,7484666558,7761
madhya-pradesh,umaria district,2021,2,824921,1625485208,7762
madhya-pradesh,mandla district,2021,2,1048839,2209589288,7763
madhya-pradesh,indore district,2021,2,34159162,59026805793,7764
madhya-pradesh,shahdol district,2021,2,1858973,3815559118,7765
madhya-pradesh,ratlam district,2021,2,2599381,5685659163,7766
madhya-pradesh,panna district,2021,2,870375,2165150098,7767
madhya-pradesh,chhatarpur district,2021,2,1706850,4026012851,7768
madhya-pradesh,morena district,2021,3,2663845,5913102281,7769
madhya-pradesh,alirajpur district,2021,3,405281,866069975.6,7770
madhya-pradesh,sehore district,2021,3,5466240,8629273157,7771
madhya-pradesh,rajgarh district,2021,3,4362607,8110477016,7772
madhya-pradesh,khargone district,2021,3,4080827,7653424067,7773
madhya-pradesh,satna district,2021,3,3863963,7099161854,7774
madhya-pradesh,narsinghpur district,2021,3,2306626,4381298517,7775
madhya-pradesh,jabalpur district,2021,3,9691966,16293034528,7776
madhya-pradesh,hoshangabad district,2021,3,3357514,5790861782,7777
madhya-pradesh,vidisha district,2021,3,3335770,5867670567,7778
madhya-pradesh,balaghat district,2021,3,3613826,6476841319,7779
madhya-pradesh,singrauli district,2021,3,3618155,6621353481,7780
madhya-pradesh,betul district,2021,3,3654633,6054678741,7781
madhya-pradesh,sidhi district,2021,3,1699469,3628172897,7782
madhya-pradesh,datia district,2021,3,1020487,2200901347,7783
madhya-pradesh,dewas district,2021,3,6092595,9986506658,7784
madhya-pradesh,sheopur district,2021,3,653005,1463415451,7785
madhya-pradesh,neemuch district,2021,3,2073895,4051955941,7786
madhya-pradesh,raisen district,2021,3,3839223,5937299650,7787
madhya-pradesh,mandsaur district,2021,3,3144346,6258972327,7788
madhya-pradesh,barwani district,2021,3,1902146,3713834240,7789
madhya-pradesh,katni district,2021,3,2297587,4195234172,7790
madhya-pradesh,dindori district,2021,3,732555,1558066600,7791
madhya-pradesh,shivpuri district,2021,3,2526203,5208883167,7792
madhya-pradesh,gwalior district,2021,3,10677148,19237891487,7793
madhya-pradesh,anuppur district,2021,3,1546491,2591714167,7794
madhya-pradesh,agar malwa district,2021,3,1319027,2767273784,7795
madhya-pradesh,ashoknagar district,2021,3,1292875,2392758234,7796
madhya-pradesh,sagar district,2021,3,4691027,8366148266,7797
madhya-pradesh,niwari district,2021,3,415505,858519029.3,7798
madhya-pradesh,rewa district,2021,3,4556210,8799296257,7799
madhya-pradesh,shajapur district,2021,3,2725153,4865959006,7800
madhya-pradesh,ujjain district,2021,3,7652620,13233697399,7801
madhya-pradesh,bhind district,2021,3,2080070,4279914834,7802
madhya-pradesh,tikamgarh district,2021,3,1201562,2318909826,7803
madhya-pradesh,seoni district,2021,3,2537797,4896066893,7804
madhya-pradesh,harda district,2021,3,1238849,2408638434,7805
madhya-pradesh,burhanpur district,2021,3,1523550,2670012212,7806
madhya-pradesh,damoh district,2021,3,1339223,2698898324,7807
madhya-pradesh,bhopal district,2021,3,103403998,1.47E+11,7808
madhya-pradesh,jhabua district,2021,3,1098652,2216570769,7809
madhya-pradesh,dhar district,2021,3,7010257,11371461568,7810
madhya-pradesh,guna district,2021,3,3046536,5615584297,7811
madhya-pradesh,east nimar district,2021,3,2804269,4694724162,7812
madhya-pradesh,chhindwara district,2021,3,5106996,8670292562,7813
madhya-pradesh,umaria district,2021,3,1019837,1814397212,7814
madhya-pradesh,mandla district,2021,3,1316351,2496120604,7815
madhya-pradesh,indore district,2021,3,55970712,81712956761,7816
madhya-pradesh,shahdol district,2021,3,2503362,4430769580,7817
madhya-pradesh,ratlam district,2021,3,3779757,7531821203,7818
madhya-pradesh,panna district,2021,3,1024773,2190941787,7819
madhya-pradesh,chhatarpur district,2021,3,2157963,4585651269,7820
madhya-pradesh,morena district,2021,4,3585380,8161920390,7821
madhya-pradesh,alirajpur district,2021,4,538522,1097069368,7822
madhya-pradesh,sehore district,2021,4,6733399,10809509304,7823
madhya-pradesh,rajgarh district,2021,4,5626439,10698887270,7824
madhya-pradesh,khargone district,2021,4,5088590,9607110801,7825
madhya-pradesh,satna district,2021,4,5204603,9608260177,7826
madhya-pradesh,narsinghpur district,2021,4,2973597,5586877149,7827
madhya-pradesh,jabalpur district,2021,4,12476449,20920967750,7828
madhya-pradesh,hoshangabad district,2021,4,4325760,7212062660,7829
madhya-pradesh,vidisha district,2021,4,4079220,7104046807,7830
madhya-pradesh,balaghat district,2021,4,4764095,8230285935,7831
madhya-pradesh,singrauli district,2021,4,4737504,8571068342,7832
madhya-pradesh,betul district,2021,4,4610618,7746768751,7833
madhya-pradesh,sidhi district,2021,4,2313095,4853524424,7834
madhya-pradesh,datia district,2021,4,1346093,2916910532,7835
madhya-pradesh,dewas district,2021,4,7659615,13007477186,7836
madhya-pradesh,sheopur district,2021,4,936805,2118865209,7837
madhya-pradesh,neemuch district,2021,4,2627248,5212505515,7838
madhya-pradesh,raisen district,2021,4,4924261,7495214245,7839
madhya-pradesh,mandsaur district,2021,4,4090431,8304681268,7840
madhya-pradesh,barwani district,2021,4,2495299,4810801436,7841
madhya-pradesh,katni district,2021,4,2986585,5480440629,7842
madhya-pradesh,dindori district,2021,4,963996,1890051578,7843
madhya-pradesh,shivpuri district,2021,4,3613567,7568666954,7844
madhya-pradesh,gwalior district,2021,4,13721879,25012279408,7845
madhya-pradesh,anuppur district,2021,4,1976049,3206018786,7846
madhya-pradesh,agar malwa district,2021,4,1743826,3809022940,7847
madhya-pradesh,ashoknagar district,2021,4,1904746,3267926297,7848
madhya-pradesh,sagar district,2021,4,6030013,10789842581,7849
madhya-pradesh,niwari district,2021,4,575126,1197608329,7850
madhya-pradesh,rewa district,2021,4,6195961,12315058116,7851
madhya-pradesh,shajapur district,2021,4,3399603,6330602069,7852
madhya-pradesh,ujjain district,2021,4,9436286,16998154949,7853
madhya-pradesh,bhind district,2021,4,2791109,6047697025,7854
madhya-pradesh,tikamgarh district,2021,4,1642235,3028439418,7855
madhya-pradesh,seoni district,2021,4,3363427,6441935673,7856
madhya-pradesh,harda district,2021,4,1580357,3025411186,7857
madhya-pradesh,burhanpur district,2021,4,1978706,3462220827,7858
madhya-pradesh,damoh district,2021,4,1739709,3520991601,7859
madhya-pradesh,bhopal district,2021,4,134176541,1.90E+11,7860
madhya-pradesh,jhabua district,2021,4,1397183,2807693750,7861
madhya-pradesh,dhar district,2021,4,8770665,14454487270,7862
madhya-pradesh,guna district,2021,4,4200430,7498880363,7863
madhya-pradesh,east nimar district,2021,4,3570045,5993739803,7864
madhya-pradesh,chhindwara district,2021,4,6522234,11185696131,7865
madhya-pradesh,umaria district,2021,4,1309452,2278425752,7866
madhya-pradesh,mandla district,2021,4,1725231,3242362407,7867
madhya-pradesh,indore district,2021,4,73486993,1.08E+11,7868
madhya-pradesh,shahdol district,2021,4,3279007,5504205892,7869
madhya-pradesh,ratlam district,2021,4,4743942,9709336936,7870
madhya-pradesh,panna district,2021,4,1348289,2815048065,7871
madhya-pradesh,chhatarpur district,2021,4,2997869,6048373564,7872
madhya-pradesh,morena district,2022,1,4279893,9415969484,7873
madhya-pradesh,alirajpur district,2022,1,623826,1361990355,7874
madhya-pradesh,sehore district,2022,1,7782311,12240349685,7875
madhya-pradesh,rajgarh district,2022,1,6852793,11950279299,7876
madhya-pradesh,khargone district,2022,1,5882191,11164906517,7877
madhya-pradesh,satna district,2022,1,5959975,11201065191,7878
madhya-pradesh,narsinghpur district,2022,1,3450508,6660032551,7879
madhya-pradesh,jabalpur district,2022,1,14198131,23727705883,7880
madhya-pradesh,hoshangabad district,2022,1,4978689,8166487654,7881
madhya-pradesh,vidisha district,2022,1,5048959,8192898969,7882
madhya-pradesh,balaghat district,2022,1,5418739,10220279128,7883
madhya-pradesh,singrauli district,2022,1,5324750,9581158762,7884
madhya-pradesh,betul district,2022,1,5242599,8585764570,7885
madhya-pradesh,sidhi district,2022,1,2630276,5497384684,7886
madhya-pradesh,datia district,2022,1,1623377,3314862682,7887
madhya-pradesh,dewas district,2022,1,8873232,14573666819,7888
madhya-pradesh,sheopur district,2022,1,1111291,2392801590,7889
madhya-pradesh,neemuch district,2022,1,3135245,6045853448,7890
madhya-pradesh,raisen district,2022,1,5782830,8576398168,7891
madhya-pradesh,mandsaur district,2022,1,5084917,9758545858,7892
madhya-pradesh,barwani district,2022,1,2942467,5738889224,7893
madhya-pradesh,katni district,2022,1,3425402,6115245027,7894
madhya-pradesh,dindori district,2022,1,1108997,2178200711,7895
madhya-pradesh,shivpuri district,2022,1,4407500,8135033651,7896
madhya-pradesh,gwalior district,2022,1,15549106,27692015435,7897
madhya-pradesh,anuppur district,2022,1,2263667,3701936759,7898
madhya-pradesh,agar malwa district,2022,1,2241646,4457490709,7899
madhya-pradesh,ashoknagar district,2022,1,2386761,3607089308,7900
madhya-pradesh,sagar district,2022,1,7000254,11999611899,7901
madhya-pradesh,niwari district,2022,1,698302,1312980783,7902
madhya-pradesh,rewa district,2022,1,6925395,13988188476,7903
madhya-pradesh,shajapur district,2022,1,4089624,7133632285,7904
madhya-pradesh,ujjain district,2022,1,11174270,19317822241,7905
madhya-pradesh,bhind district,2022,1,3191338,6627624983,7906
madhya-pradesh,tikamgarh district,2022,1,2146517,3313722890,7907
madhya-pradesh,seoni district,2022,1,4010669,7776610031,7908
madhya-pradesh,harda district,2022,1,1854570,3394808513,7909
madhya-pradesh,burhanpur district,2022,1,2342461,3860094715,7910
madhya-pradesh,damoh district,2022,1,2115948,4151432646,7911
madhya-pradesh,bhopal district,2022,1,159892411,2.21E+11,7912
madhya-pradesh,jhabua district,2022,1,1628225,3430325106,7913
madhya-pradesh,dhar district,2022,1,10117283,16593117838,7914
madhya-pradesh,guna district,2022,1,5024607,8067958827,7915
madhya-pradesh,east nimar district,2022,1,4170972,6851582452,7916
madhya-pradesh,chhindwara district,2022,1,7709009,12667985168,7917
madhya-pradesh,umaria district,2022,1,1518582,2646527299,7918
madhya-pradesh,mandla district,2022,1,1993473,3886984726,7919
madhya-pradesh,indore district,2022,1,82698834,1.18E+11,7920
madhya-pradesh,shahdol district,2022,1,3800096,6515900645,7921
madhya-pradesh,ratlam district,2022,1,5644515,10989756673,7922
madhya-pradesh,panna district,2022,1,1607145,3276953686,7923
madhya-pradesh,chhatarpur district,2022,1,3738480,6802122996,7924
madhya-pradesh,morena district,2022,2,5052395,11218828461,7925
madhya-pradesh,alirajpur district,2022,2,741722,1643004174,7926
madhya-pradesh,sehore district,2022,2,8725327,14417789309,7927
madhya-pradesh,rajgarh district,2022,2,7515718,14004886385,7928
madhya-pradesh,khargone district,2022,2,6825601,12886714566,7929
madhya-pradesh,satna district,2022,2,7167622,13254820017,7930
madhya-pradesh,narsinghpur district,2022,2,3861381,7353910042,7931
madhya-pradesh,jabalpur district,2022,2,16889784,27629576719,7932
madhya-pradesh,hoshangabad district,2022,2,5702721,10053185759,7933
madhya-pradesh,vidisha district,2022,2,5835020,10881573344,7934
madhya-pradesh,balaghat district,2022,2,6274811,12164206968,7935
madhya-pradesh,singrauli district,2022,2,6061648,10592707870,7936
madhya-pradesh,betul district,2022,2,6083125,9738809872,7937
madhya-pradesh,sidhi district,2022,2,3138313,6489160426,7938
madhya-pradesh,datia district,2022,2,1907668,4062114580,7939
madhya-pradesh,dewas district,2022,2,9969749,16816037628,7940
madhya-pradesh,sheopur district,2022,2,1267204,2833575584,7941
madhya-pradesh,neemuch district,2022,2,3622753,6973962580,7942
madhya-pradesh,raisen district,2022,2,6595826,10605943197,7943
madhya-pradesh,mandsaur district,2022,2,5907841,11272287760,7944
madhya-pradesh,barwani district,2022,2,3403189,6470195553,7945
madhya-pradesh,katni district,2022,2,3980447,7086294132,7946
madhya-pradesh,dindori district,2022,2,1331068,2562152773,7947
madhya-pradesh,shivpuri district,2022,2,4705328,9374775388,7948
madhya-pradesh,gwalior district,2022,2,18027874,32093579424,7949
madhya-pradesh,anuppur district,2022,2,2527025,4038924201,7950
madhya-pradesh,agar malwa district,2022,2,2583387,5033650548,7951
madhya-pradesh,ashoknagar district,2022,2,2397073,4430089668,7952
madhya-pradesh,sagar district,2022,2,8012024,14474214503,7953
madhya-pradesh,niwari district,2022,2,831753,1558193371,7954
madhya-pradesh,rewa district,2022,2,8417985,16928268531,7955
madhya-pradesh,shajapur district,2022,2,4545672,8239146293,7956
madhya-pradesh,ujjain district,2022,2,12860422,22270090166,7957
madhya-pradesh,bhind district,2022,2,3840035,8235562333,7958
madhya-pradesh,tikamgarh district,2022,2,2479819,3986038423,7959
madhya-pradesh,seoni district,2022,2,4641445,8990477923,7960
madhya-pradesh,harda district,2022,2,2183160,4545798794,7961
madhya-pradesh,burhanpur district,2022,2,2800782,4755072700,7962
madhya-pradesh,damoh district,2022,2,2386399,4971009992,7963
madhya-pradesh,bhopal district,2022,2,185588829,2.56E+11,7964
madhya-pradesh,jhabua district,2022,2,1902514,4011628948,7965
madhya-pradesh,dhar district,2022,2,11567048,18840900183,7966
madhya-pradesh,guna district,2022,2,5462521,10054609604,7967
