State,District,Year,Quarter,RegisteredUser,Appopens,S.no
arunachal-pradesh,"longding district",2019,2,1420,13256,458
arunachal-pradesh,"west siang district",2019,2,3393,15972,459
arunachal-pradesh,"kamle district",2019,2,212,972,460
arunachal-pradesh,"upper siang district",2019,2,1372,2710,461
arunachal-pradesh,"kurung kumey district",2019,2,481,2171,462
arunachal-pradesh,"siang district",2019,2,831,3209,463
arunachal-pradesh,"kra daadi district",2019,2,440,2639,464
arunachal-pradesh,"changlang district",2019,2,6884,37725,465
arunachal-pradesh,"pakke kessang district",2019,2,211,1237,466
arunachal-pradesh,"east siang district",2019,2,7319,34596,467
arunachal-pradesh,"upper subansiri district",2019,2,2355,9043,468
arunachal-pradesh,"tawang district",2019,2,5908,32103,469
arunachal-pradesh,"namsai district",2019,2,3914,18627,470
arunachal-pradesh,"lower subansiri district",2019,3,2928,42877,471
arunachal-pradesh,"tirap district",2019,3,3099,49222,472
arunachal-pradesh,"papum pare district",2019,3,38845,582435,473
arunachal-pradesh,"anjaw district",2019,3,1358,19509,474
arunachal-pradesh,"lower siang district",2019,3,1689,25736,475
arunachal-pradesh,"dibang valley district",2019,3,271,1436,476
arunachal-pradesh,"west kameng district",2019,3,11186,260068,477
arunachal-pradesh,"shi yomi district",2019,3,239,158,478
arunachal-pradesh,"east kameng district",2019,3,1304,19974,479
arunachal-pradesh,"lohit district",2019,3,6421,112322,480
arunachal-pradesh,"lepa rada district",2019,3,1064,13695,481
arunachal-pradesh,"lower dibang valley district",2019,3,3398,43057,482
arunachal-pradesh,"longding district",2019,3,1634,46571,483
arunachal-pradesh,"west siang district",2019,3,4101,64241,484
arunachal-pradesh,"kamle district",2019,3,258,3686,485
arunachal-pradesh,"upper siang district",2019,3,1486,8960,486
arunachal-pradesh,"kurung kumey district",2019,3,572,8396,487
arunachal-pradesh,"siang district",2019,3,948,13437,488
arunachal-pradesh,"kra daadi district",2019,3,524,11363,489
arunachal-pradesh,"changlang district",2019,3,8145,139098,490
arunachal-pradesh,"pakke kessang district",2019,3,244,5099,491
arunachal-pradesh,"east siang district",2019,3,8571,118071,492
arunachal-pradesh,"upper subansiri district",2019,3,2748,35114,493
arunachal-pradesh,"tawang district",2019,3,6553,114907,494
arunachal-pradesh,"namsai district",2019,3,4563,72268,495
arunachal-pradesh,"lower subansiri district",2019,4,3564,53396,496
arunachal-pradesh,"tirap district",2019,4,3605,67097,497
arunachal-pradesh,"papum pare district",2019,4,44746,670934,498
arunachal-pradesh,"anjaw district",2019,4,1564,23729,499
arunachal-pradesh,"lower siang district",2019,4,1921,28156,500
arunachal-pradesh,"dibang valley district",2019,4,289,1738,501
arunachal-pradesh,"west kameng district",2019,4,12562,313584,502
arunachal-pradesh,"shi yomi district",2019,4,266,880,503
arunachal-pradesh,"east kameng district",2019,4,1623,27850,504
arunachal-pradesh,"lohit district",2019,4,7386,129353,505
arunachal-pradesh,"lepa rada district",2019,4,1263,20798,506
arunachal-pradesh,"lower dibang valley district",2019,4,3944,50034,507
arunachal-pradesh,"longding district",2019,4,1847,48945,508
arunachal-pradesh,"west siang district",2019,4,4773,70790,509
arunachal-pradesh,"kamle district",2019,4,323,5098,510
arunachal-pradesh,"upper siang district",2019,4,1804,26060,511
arunachal-pradesh,"kurung kumey district",2019,4,653,7904,512
arunachal-pradesh,"siang district",2019,4,1131,19220,513
arunachal-pradesh,"kra daadi district",2019,4,603,13700,514
arunachal-pradesh,"changlang district",2019,4,9662,152680,515
arunachal-pradesh,"pakke kessang district",2019,4,296,5981,516
arunachal-pradesh,"east siang district",2019,4,9859,132534,517
arunachal-pradesh,"upper subansiri district",2019,4,3144,42354,518
arunachal-pradesh,"tawang district",2019,4,7303,139898,519
arunachal-pradesh,"namsai district",2019,4,5190,87627,520
arunachal-pradesh,"lower subansiri district",2020,1,4351,72887,521
arunachal-pradesh,"tirap district",2020,1,4261,76554,522
arunachal-pradesh,"papum pare district",2020,1,51342,819599,523
arunachal-pradesh,"anjaw district",2020,1,1747,25453,524
arunachal-pradesh,"lower siang district",2020,1,2201,35216,525
arunachal-pradesh,"dibang valley district",2020,1,320,2195,526
arunachal-pradesh,"west kameng district",2020,1,13983,332479,527
arunachal-pradesh,"shi yomi district",2020,1,290,989,528
arunachal-pradesh,"east kameng district",2020,1,1962,37103,529
arunachal-pradesh,"lohit district",2020,1,8454,159158,530
arunachal-pradesh,"lepa rada district",2020,1,1532,28280,531
arunachal-pradesh,"lower dibang valley district",2020,1,4650,71091,532
arunachal-pradesh,"longding district",2020,1,2201,58817,533
arunachal-pradesh,"west siang district",2020,1,5757,97255,534
arunachal-pradesh,"kamle district",2020,1,373,7135,535
arunachal-pradesh,"upper siang district",2020,1,2143,37600,536
arunachal-pradesh,"kurung kumey district",2020,1,725,11471,537
arunachal-pradesh,"siang district",2020,1,1390,24530,538
arunachal-pradesh,"kra daadi district",2020,1,701,16770,539
arunachal-pradesh,"changlang district",2020,1,11262,201632,540
arunachal-pradesh,"pakke kessang district",2020,1,371,9758,541
arunachal-pradesh,"east siang district",2020,1,11298,167166,542
arunachal-pradesh,"upper subansiri district",2020,1,3675,56522,543
arunachal-pradesh,"tawang district",2020,1,8048,138728,544
arunachal-pradesh,"namsai district",2020,1,6029,109933,545
arunachal-pradesh,"lower subansiri district",2020,2,5392,108893,546
arunachal-pradesh,"tirap district",2020,2,5239,114770,547
arunachal-pradesh,"papum pare district",2020,2,59968,932769,548
arunachal-pradesh,"anjaw district",2020,2,1961,34903,549
arunachal-pradesh,"lower siang district",2020,2,2644,48738,550
arunachal-pradesh,"dibang valley district",2020,2,367,4076,551
arunachal-pradesh,"west kameng district",2020,2,15766,394250,552
arunachal-pradesh,"shi yomi district",2020,2,320,1597,553
arunachal-pradesh,"east kameng district",2020,2,2506,53112,554
arunachal-pradesh,"lohit district",2020,2,10154,219948,555
arunachal-pradesh,"lepa rada district",2020,2,1890,38098,556
arunachal-pradesh,"lower dibang valley district",2020,2,5782,110670,557
arunachal-pradesh,"longding district",2020,2,2751,86086,558
arunachal-pradesh,"west siang district",2020,2,7239,147515,559
arunachal-pradesh,"kamle district",2020,2,509,11566,560
arunachal-pradesh,"upper siang district",2020,2,2552,54123,561
arunachal-pradesh,"kurung kumey district",2020,2,834,16738,562
arunachal-pradesh,"siang district",2020,2,1831,40101,563
arunachal-pradesh,"kra daadi district",2020,2,870,25480,564
arunachal-pradesh,"changlang district",2020,2,14036,293705,565
arunachal-pradesh,"pakke kessang district",2020,2,438,13500,566
arunachal-pradesh,"east siang district",2020,2,13601,235755,567
arunachal-pradesh,"upper subansiri district",2020,2,4465,80310,568
arunachal-pradesh,"tawang district",2020,2,8993,170812,569
arunachal-pradesh,"namsai district",2020,2,7426,149491,570
arunachal-pradesh,"lower subansiri district",2020,3,6456,117359,571
arunachal-pradesh,"tirap district",2020,3,6119,125437,572
arunachal-pradesh,"papum pare district",2020,3,69419,1157730,573
arunachal-pradesh,"anjaw district",2020,3,2226,42320,574
arunachal-pradesh,"lower siang district",2020,3,2983,51520,575
arunachal-pradesh,"dibang valley district",2020,3,411,4634,576
arunachal-pradesh,"west kameng district",2020,3,17636,461190,577
arunachal-pradesh,"shi yomi district",2020,3,337,2788,578
arunachal-pradesh,"east kameng district",2020,3,3169,63062,579
arunachal-pradesh,"lohit district",2020,3,11755,264444,580
arunachal-pradesh,"lepa rada district",2020,3,2304,47233,581
arunachal-pradesh,"lower dibang valley district",2020,3,6799,117752,582
arunachal-pradesh,"longding district",2020,3,3277,91330,583
arunachal-pradesh,"west siang district",2020,3,8623,158496,584
arunachal-pradesh,"kamle district",2020,3,639,12196,585
arunachal-pradesh,"upper siang district",2020,3,3011,59246,586
arunachal-pradesh,"kurung kumey district",2020,3,1025,18583,587
arunachal-pradesh,"siang district",2020,3,2225,42723,588
arunachal-pradesh,"kra daadi district",2020,3,1026,29126,589
arunachal-pradesh,"changlang district",2020,3,16385,326045,590
arunachal-pradesh,"pakke kessang district",2020,3,508,11721,591
arunachal-pradesh,"east siang district",2020,3,15921,302165,592
arunachal-pradesh,"upper subansiri district",2020,3,5295,106598,593
arunachal-pradesh,"tawang district",2020,3,9944,224583,594
arunachal-pradesh,"namsai district",2020,3,8553,165140,595
arunachal-pradesh,"lower subansiri district",2020,4,7388,124398,596
arunachal-pradesh,"tirap district",2020,4,6805,134124,597
arunachal-pradesh,"papum pare district",2020,4,77936,1397025,598
arunachal-pradesh,"anjaw district",2020,4,2485,61121,599
arunachal-pradesh,"lower siang district",2020,4,3320,54476,600
arunachal-pradesh,"dibang valley district",2020,4,444,7677,601
arunachal-pradesh,"west kameng district",2020,4,19464,455337,602
arunachal-pradesh,"shi yomi district",2020,4,370,5847,603
arunachal-pradesh,"east kameng district",2020,4,3638,62876,604
arunachal-pradesh,"lohit district",2020,4,13126,285992,605
arunachal-pradesh,"lepa rada district",2020,4,2735,57036,606
arunachal-pradesh,"lower dibang valley district",2020,4,7693,132469,607
arunachal-pradesh,"longding district",2020,4,3753,87881,608
arunachal-pradesh,"west siang district",2020,4,9911,180696,609
arunachal-pradesh,"kamle district",2020,4,745,14866,610
arunachal-pradesh,"upper siang district",2020,4,3497,80140,611
arunachal-pradesh,"kurung kumey district",2020,4,1173,21168,612
arunachal-pradesh,"siang district",2020,4,2635,48090,613
arunachal-pradesh,"kra daadi district",2020,4,1141,27924,614
arunachal-pradesh,"changlang district",2020,4,18203,320708,615
arunachal-pradesh,"pakke kessang district",2020,4,593,11458,616
arunachal-pradesh,"east siang district",2020,4,17822,349321,617
arunachal-pradesh,"upper subansiri district",2020,4,6069,125505,618
arunachal-pradesh,"tawang district",2020,4,10909,249095,619
arunachal-pradesh,"namsai district",2020,4,9437,177437,620
arunachal-pradesh,"lower subansiri district",2021,1,8044,136547,621
arunachal-pradesh,"tirap district",2021,1,7376,136247,622
arunachal-pradesh,"papum pare district",2021,1,84715,1553363,623
arunachal-pradesh,"anjaw district",2021,1,2660,55283,624
arunachal-pradesh,"lower siang district",2021,1,3594,61226,625
arunachal-pradesh,"dibang valley district",2021,1,478,9538,626
arunachal-pradesh,"west kameng district",2021,1,21027,483047,627
arunachal-pradesh,"shi yomi district",2021,1,390,7228,628
arunachal-pradesh,"east kameng district",2021,1,3990,69455,629
arunachal-pradesh,"lohit district",2021,1,14231,295880,630
arunachal-pradesh,"lepa rada district",2021,1,3008,68424,631
arunachal-pradesh,"lower dibang valley district",2021,1,8402,145425,632
arunachal-pradesh,"longding district",2021,1,4117,92482,633
arunachal-pradesh,"west siang district",2021,1,10836,191242,634
arunachal-pradesh,"kamle district",2021,1,814,16142,635
arunachal-pradesh,"upper siang district",2021,1,3847,87503,636
arunachal-pradesh,"kurung kumey district",2021,1,1287,25911,637
arunachal-pradesh,"siang district",2021,1,2878,56271,638
arunachal-pradesh,"kra daadi district",2021,1,1244,30137,639
arunachal-pradesh,"changlang district",2021,1,19716,344148,640
arunachal-pradesh,"pakke kessang district",2021,1,647,14995,641
arunachal-pradesh,"east siang district",2021,1,19342,363085,642
arunachal-pradesh,"upper subansiri district",2021,1,6577,122422,643
arunachal-pradesh,"tawang district",2021,1,11778,230123,644
arunachal-pradesh,"namsai district",2021,1,10242,200584,645
arunachal-pradesh,"lower subansiri district",2021,2,8685,444426,646
arunachal-pradesh,"tirap district",2021,2,7955,547430,647
arunachal-pradesh,"papum pare district",2021,2,90871,1786163,648
arunachal-pradesh,"anjaw district",2021,2,2866,174807,649
arunachal-pradesh,"lower siang district",2021,2,3872,246789,650
arunachal-pradesh,"dibang valley district",2021,2,516,77457,651
arunachal-pradesh,"west kameng district",2021,2,22625,1490269,652
arunachal-pradesh,"shi yomi district",2021,2,430,99619,653
arunachal-pradesh,"east kameng district",2021,2,4314,221705,654
arunachal-pradesh,"lohit district",2021,2,15360,1008718,655
arunachal-pradesh,"lepa rada district",2021,2,3249,228236,656
arunachal-pradesh,"lower dibang valley district",2021,2,9094,434361,657
arunachal-pradesh,"longding district",2021,2,4456,495881,658
arunachal-pradesh,"west siang district",2021,2,11657,467127,659
arunachal-pradesh,"kamle district",2021,2,883,164726,660
arunachal-pradesh,"upper siang district",2021,2,4145,428792,661
arunachal-pradesh,"kurung kumey district",2021,2,1398,201782,662
arunachal-pradesh,"siang district",2021,2,3116,410979,663
arunachal-pradesh,"kra daadi district",2021,2,1353,150762,664
arunachal-pradesh,"changlang district",2021,2,21404,1212334,665
arunachal-pradesh,"pakke kessang district",2021,2,702,156638,666
arunachal-pradesh,"east siang district",2021,2,20817,855042,667
arunachal-pradesh,"upper subansiri district",2021,2,7057,293916,668
arunachal-pradesh,"tawang district",2021,2,12636,830993,669
arunachal-pradesh,"namsai district",2021,2,11111,596897,670
arunachal-pradesh,"lower subansiri district",2021,3,9451,558377,671
arunachal-pradesh,"tirap district",2021,3,8665,578706,672
arunachal-pradesh,"papum pare district",2021,3,97854,2308276,673
arunachal-pradesh,"anjaw district",2021,3,3099,267726,674
arunachal-pradesh,"lower siang district",2021,3,4229,347190,675
arunachal-pradesh,"dibang valley district",2021,3,571,113574,676
arunachal-pradesh,"west kameng district",2021,3,24489,2155265,677
arunachal-pradesh,"shi yomi district",2021,3,473,181457,678
arunachal-pradesh,"east kameng district",2021,3,4671,265900,679
arunachal-pradesh,"lohit district",2021,3,16680,1408514,680
arunachal-pradesh,"lepa rada district",2021,3,3527,264771,681
arunachal-pradesh,"lower dibang valley district",2021,3,9920,581463,682
arunachal-pradesh,"longding district",2021,3,4890,594284,683
arunachal-pradesh,"west siang district",2021,3,12616,544772,684
arunachal-pradesh,"kamle district",2021,3,974,203013,685
arunachal-pradesh,"upper siang district",2021,3,4506,556857,686
arunachal-pradesh,"kurung kumey district",2021,3,1509,292922,687
arunachal-pradesh,"siang district",2021,3,3396,433332,688
arunachal-pradesh,"kra daadi district",2021,3,1475,179974,689
arunachal-pradesh,"changlang district",2021,3,23328,1668215,690
arunachal-pradesh,"pakke kessang district",2021,3,770,213423,691
arunachal-pradesh,"east siang district",2021,3,22538,1086775,692
arunachal-pradesh,"upper subansiri district",2021,3,7652,375423,693
arunachal-pradesh,"tawang district",2021,3,13650,1355010,694
arunachal-pradesh,"namsai district",2021,3,12140,674435,695
arunachal-pradesh,"lower subansiri district",2021,4,10187,348485,696
arunachal-pradesh,"tirap district",2021,4,9331,311867,697
arunachal-pradesh,"papum pare district",2021,4,104806,3554385,698
arunachal-pradesh,"anjaw district",2021,4,3342,125753,699
arunachal-pradesh,"lower siang district",2021,4,4550,156209,700
arunachal-pradesh,"dibang valley district",2021,4,621,18166,701
arunachal-pradesh,"west kameng district",2021,4,26237,1160379,702
arunachal-pradesh,"shi yomi district",2021,4,498,15201,703
arunachal-pradesh,"east kameng district",2021,4,5027,153109,704
arunachal-pradesh,"lohit district",2021,4,17980,728676,705
arunachal-pradesh,"lepa rada district",2021,4,3810,168938,706
arunachal-pradesh,"lower dibang valley district",2021,4,10679,341060,707
arunachal-pradesh,"longding district",2021,4,5345,215529,708
arunachal-pradesh,"west siang district",2021,4,13555,389171,709
arunachal-pradesh,"kamle district",2021,4,1069,48042,710
arunachal-pradesh,"upper siang district",2021,4,4850,208167,711
arunachal-pradesh,"kurung kumey district",2021,4,1633,54213,712
arunachal-pradesh,"siang district",2021,4,3675,121770,713
arunachal-pradesh,"kra daadi district",2021,4,1593,63448,714
arunachal-pradesh,"changlang district",2021,4,25155,829350,715
arunachal-pradesh,"pakke kessang district",2021,4,835,35976,716
arunachal-pradesh,"east siang district",2021,4,24208,897713,717
arunachal-pradesh,"upper subansiri district",2021,4,8201,240330,718
arunachal-pradesh,"tawang district",2021,4,14665,506240,719
arunachal-pradesh,"namsai district",2021,4,13092,538118,720
arunachal-pradesh,"lower subansiri district",2022,1,10854,1566925,721
arunachal-pradesh,"tirap district",2022,1,9972,1634844,722
arunachal-pradesh,"papum pare district",2022,1,111271,3209286,723
arunachal-pradesh,"anjaw district",2022,1,3560,640611,724
arunachal-pradesh,"lower siang district",2022,1,4882,1085994,725
arunachal-pradesh,"dibang valley district",2022,1,656,267633,726
arunachal-pradesh,"west kameng district",2022,1,27860,4098935,727
arunachal-pradesh,"shi yomi district",2022,1,540,230973,728
arunachal-pradesh,"east kameng district",2022,1,5355,703590,729
arunachal-pradesh,"lohit district",2022,1,19214,3212352,730
arunachal-pradesh,"lepa rada district",2022,1,4049,1182371,731
arunachal-pradesh,"lower dibang valley district",2022,1,11401,1918566,732
arunachal-pradesh,"longding district",2022,1,5700,1728795,733
arunachal-pradesh,"west siang district",2022,1,14420,1420049,734
arunachal-pradesh,"kamle district",2022,1,1144,758412,735
arunachal-pradesh,"upper siang district",2022,1,5146,2047229,736
arunachal-pradesh,"kurung kumey district",2022,1,1744,845626,737
arunachal-pradesh,"siang district",2022,1,3942,1227784,738
arunachal-pradesh,"kra daadi district",2022,1,1701,720274,739
arunachal-pradesh,"changlang district",2022,1,26904,4323291,740
arunachal-pradesh,"pakke kessang district",2022,1,887,770322,741
arunachal-pradesh,"east siang district",2022,1,25763,3444101,742
arunachal-pradesh,"upper subansiri district",2022,1,8731,921019,743
arunachal-pradesh,"tawang district",2022,1,15589,1922991,744
arunachal-pradesh,"namsai district",2022,1,14054,1536586,745
arunachal-pradesh,"lower subansiri district",2022,2,11479,1637036,746
arunachal-pradesh,"tirap district",2022,2,10538,2173316,747
arunachal-pradesh,"papum pare district",2022,2,117568,3870115,748
arunachal-pradesh,"anjaw district",2022,2,3769,942878,749
arunachal-pradesh,"lower siang district",2022,2,5161,1296404,750
arunachal-pradesh,"dibang valley district",2022,2,701,212502,751
arunachal-pradesh,"west kameng district",2022,2,29424,5493311,752
arunachal-pradesh,"shi yomi district",2022,2,575,197796,753
arunachal-pradesh,"east kameng district",2022,2,5680,791335,754
arunachal-pradesh,"lohit district",2022,2,20325,3608724,755
arunachal-pradesh,"lepa rada district",2022,2,4265,1110684,756
arunachal-pradesh,"lower dibang valley district",2022,2,12040,2045531,757
arunachal-pradesh,"longding district",2022,2,6034,1821245,758
arunachal-pradesh,"west siang district",2022,2,15231,1555876,759
arunachal-pradesh,"kamle district",2022,2,1210,1066185,760
arunachal-pradesh,"upper siang district",2022,2,5440,2396815,761
arunachal-pradesh,"kurung kumey district",2022,2,1854,734369,762
arunachal-pradesh,"siang district",2022,2,4160,1500428,763
arunachal-pradesh,"kra daadi district",2022,2,1797,724575,764
arunachal-pradesh,"changlang district",2022,2,28495,5476741,765
arunachal-pradesh,"pakke kessang district",2022,2,945,590302,766
arunachal-pradesh,"east siang district",2022,2,27240,3704889,767
arunachal-pradesh,"upper subansiri district",2022,2,9235,1261876,768
arunachal-pradesh,"tawang district",2022,2,16475,3393271,769
arunachal-pradesh,"namsai district",2022,2,14887,2283314,770
arunachal-pradesh,"lower subansiri district",2022,3,12085,2475131,771
arunachal-pradesh,"tirap district",2022,3,11115,2414601,772
arunachal-pradesh,"papum pare district",2022,3,124095,4843797,773
arunachal-pradesh,"anjaw district",2022,3,3966,844043,774
arunachal-pradesh,"lower siang district",2022,3,5436,1508192,775
arunachal-pradesh,"dibang valley district",2022,3,740,285052,776
arunachal-pradesh,"west kameng district",2022,3,30964,7334928,777
arunachal-pradesh,"shi yomi district",2022,3,598,312490,778
arunachal-pradesh,"east kameng district",2022,3,5997,1054633,779
arunachal-pradesh,"lohit district",2022,3,21385,4282624,780
arunachal-pradesh,"lepa rada district",2022,3,4510,1208942,781
arunachal-pradesh,"lower dibang valley district",2022,3,12668,2160151,782
arunachal-pradesh,"longding district",2022,3,6321,2587741,783
arunachal-pradesh,"west siang district",2022,3,16063,1637984,784
arunachal-pradesh,"kamle district",2022,3,1262,1335449,785
arunachal-pradesh,"upper siang district",2022,3,5690,2257253,786
arunachal-pradesh,"kurung kumey district",2022,3,1936,861405,787
arunachal-pradesh,"siang district",2022,3,4369,1681957,788
arunachal-pradesh,"kra daadi district",2022,3,1893,1436202,789
arunachal-pradesh,"changlang district",2022,3,29965,5703178,790
arunachal-pradesh,"pakke kessang district",2022,3,980,1039686,791
arunachal-pradesh,"east siang district",2022,3,28698,3767855,792
arunachal-pradesh,"upper subansiri district",2022,3,9713,1535818,793
arunachal-pradesh,"tawang district",2022,3,17281,4728673,794
arunachal-pradesh,"namsai district",2022,3,15642,2424843,795
arunachal-pradesh,"lower subansiri district",2022,4,12630,833741,796
arunachal-pradesh,"tirap district",2022,4,11584,645541,797
arunachal-pradesh,"papum pare district",2022,4,130306,6605350,798
arunachal-pradesh,"anjaw district",2022,4,4105,197829,799
arunachal-pradesh,"lower siang district",2022,4,5633,318731,800
arunachal-pradesh,"dibang valley district",2022,4,752,15469,801
arunachal-pradesh,"west kameng district",2022,4,32237,2129051,802
arunachal-pradesh,"shi yomi district",2022,4,615,25308,803
arunachal-pradesh,"east kameng district",2022,4,6307,390756,804
arunachal-pradesh,"lohit district",2022,4,22359,1441490,805
arunachal-pradesh,"lepa rada district",2022,4,4730,345752,806
arunachal-pradesh,"lower dibang valley district",2022,4,13188,799856,807
arunachal-pradesh,"longding district",2022,4,6590,442997,808
arunachal-pradesh,"west siang district",2022,4,16816,964082,809
arunachal-pradesh,"kamle district",2022,4,1301,131540,810
arunachal-pradesh,"upper siang district",2022,4,5930,277877,811
arunachal-pradesh,"kurung kumey district",2022,4,2008,72926,812
arunachal-pradesh,"siang district",2022,4,4500,277881,813
arunachal-pradesh,"kra daadi district",2022,4,1960,131838,814
arunachal-pradesh,"changlang district",2022,4,31196,1611653,815
arunachal-pradesh,"pakke kessang district",2022,4,1013,72545,816
arunachal-pradesh,"east siang district",2022,4,30033,1542563,817
arunachal-pradesh,"upper subansiri district",2022,4,10189,456906,818
arunachal-pradesh,"tawang district",2022,4,18003,947132,819
arunachal-pradesh,"namsai district",2022,4,16322,1096224,820
assam,"tinsukia district",2018,1,15998,0,821
assam,"lakhimpur district",2018,1,8143,0,822
assam,"kamrup district",2018,1,15241,0,823
assam,"kokrajhar district",2018,1,6566,0,824
assam,"karbi anglong district",2018,1,5694,0,825
assam,"sivasagar district",2018,1,8292,0,826
assam,"dibrugarh district",2018,1,21182,0,827
assam,"south salmara mancachar district",2018,1,2420,0,828
assam,"nagaon district",2018,1,19619,0,829
assam,"dhubri district",2018,1,11421,0,830
assam,"golaghat district",2018,1,10102,0,831
assam,"udalguri district",2018,1,4768,0,832
assam,"majuli district",2018,1,1274,0,833
assam,"sonitpur district",2018,1,18986,0,834
assam,"hojai district",2018,1,7571,0,835
assam,"marigaon district",2018,1,7193,0,836
assam,"chirang district",2018,1,3487,0,837
assam,"cachar district",2018,1,19567,0,838
assam,"nalbari district",2018,1,6874,0,839
assam,"west karbi anglong district",2018,1,835,0,840
assam,"dhemaji district",2018,1,6623,0,841
assam,"karimganj district",2018,1,7367,0,842
assam,"bongaigaon district",2018,1,9724,0,843
assam,"dima hasao district",2018,1,2245,0,844
assam,"baksa district",2018,1,6082,0,845
assam,"charaideo district",2018,1,4366,0,846
assam,"darrang district",2018,1,8050,0,847
assam,"kamrup metropolitan district",2018,1,87336,0,848
assam,"hailakandi district",2018,1,5700,0,849
assam,"barpeta district",2018,1,20485,0,850
assam,"goalpara district",2018,1,10420,0,851
assam,"biswanath district",2018,1,5164,0,852
assam,"jorhat district",2018,1,16442,0,853
assam,"tinsukia district",2018,2,23900,0,854
assam,"lakhimpur district",2018,2,12719,0,855
assam,"kamrup district",2018,2,23595,0,856
assam,"kokrajhar district",2018,2,9480,0,857
assam,"karbi anglong district",2018,2,8725,0,858
assam,"sivasagar district",2018,2,12596,0,859
assam,"dibrugarh district",2018,2,30527,0,860
assam,"south salmara mancachar district",2018,2,3557,0,861
assam,"nagaon district",2018,2,29412,0,862
assam,"dhubri district",2018,2,16701,0,863
assam,"golaghat district",2018,2,15237,0,864
assam,"udalguri district",2018,2,7691,0,865
assam,"majuli district",2018,2,1927,0,866
assam,"sonitpur district",2018,2,28409,0,867
assam,"hojai district",2018,2,10903,0,868
assam,"marigaon district",2018,2,11217,0,869
assam,"chirang district",2018,2,5105,0,870
assam,"cachar district",2018,2,29381,0,871
assam,"nalbari district",2018,2,10898,0,872
assam,"west karbi anglong district",2018,2,1406,0,873
assam,"dhemaji district",2018,2,10157,0,874
assam,"karimganj district",2018,2,11732,0,875
assam,"bongaigaon district",2018,2,14065,0,876
assam,"dima hasao district",2018,2,3404,0,877
assam,"baksa district",2018,2,9739,0,878
assam,"charaideo district",2018,2,6693,0,879
assam,"darrang district",2018,2,11954,0,880
assam,"kamrup metropolitan district",2018,2,124720,0,881
assam,"hailakandi district",2018,2,8687,0,882
assam,"barpeta district",2018,2,29882,0,883
assam,"goalpara district",2018,2,14974,0,884
assam,"biswanath district",2018,2,7970,0,885
assam,"jorhat district",2018,2,23683,0,886
assam,"tinsukia district",2018,3,32870,0,887
assam,"lakhimpur district",2018,3,18337,0,888
assam,"kamrup district",2018,3,33197,0,889
assam,"kokrajhar district",2018,3,13164,0,890
assam,"karbi anglong district",2018,3,12282,0,891
assam,"sivasagar district",2018,3,17447,0,892
assam,"dibrugarh district",2018,3,40711,0,893
assam,"south salmara mancachar district",2018,3,4903,0,894
assam,"nagaon district",2018,3,40687,0,895
assam,"dhubri district",2018,3,22705,0,896
assam,"golaghat district",2018,3,21729,0,897
assam,"udalguri district",2018,3,11213,0,898
assam,"majuli district",2018,3,2739,0,899
assam,"sonitpur district",2018,3,38797,0,900
assam,"hojai district",2018,3,14769,0,901
assam,"marigaon district",2018,3,15934,0,902
assam,"chirang district",2018,3,7234,0,903
assam,"cachar district",2018,3,40888,0,904
assam,"nalbari district",2018,3,15082,0,905
assam,"west karbi anglong district",2018,3,2051,0,906
assam,"dhemaji district",2018,3,14771,0,907
assam,"karimganj district",2018,3,17088,0,908
assam,"bongaigaon district",2018,3,18869,0,909
assam,"dima hasao district",2018,3,4860,0,910
assam,"baksa district",2018,3,14459,0,911
assam,"charaideo district",2018,3,9516,0,912
assam,"darrang district",2018,3,16774,0,913
assam,"kamrup metropolitan district",2018,3,164101,0,914
assam,"hailakandi district",2018,3,12471,0,915
assam,"barpeta district",2018,3,41158,0,916
assam,"goalpara district",2018,3,20290,0,917
assam,"biswanath district",2018,3,11572,0,918
assam,"jorhat district",2018,3,32134,0,919
assam,"tinsukia district",2018,4,42624,0,920
assam,"lakhimpur district",2018,4,25253,0,921
assam,"kamrup district",2018,4,44868,0,922
assam,"kokrajhar district",2018,4,17317,0,923
assam,"karbi anglong district",2018,4,16359,0,924
assam,"sivasagar district",2018,4,23195,0,925
assam,"dibrugarh district",2018,4,52539,0,926
assam,"south salmara mancachar district",2018,4,6809,0,927
assam,"nagaon district",2018,4,54395,0,928
assam,"dhubri district",2018,4,30132,0,929
assam,"golaghat district",2018,4,28795,0,930
assam,"udalguri district",2018,4,15637,0,931
assam,"majuli district",2018,4,3882,0,932
assam,"sonitpur district",2018,4,51420,0,933
assam,"hojai district",2018,4,19400,0,934
assam,"marigaon district",2018,4,21518,0,935
assam,"chirang district",2018,4,9567,0,936
assam,"cachar district",2018,4,53209,0,937
assam,"nalbari district",2018,4,20512,0,938
assam,"west karbi anglong district",2018,4,2925,0,939
assam,"dhemaji district",2018,4,19530,0,940
assam,"karimganj district",2018,4,23348,0,941
assam,"bongaigaon district",2018,4,24766,0,942
assam,"dima hasao district",2018,4,6483,0,943
assam,"baksa district",2018,4,20047,0,944
assam,"charaideo district",2018,4,12563,0,945
assam,"darrang district",2018,4,22235,0,946
assam,"kamrup metropolitan district",2018,4,214212,0,947
assam,"hailakandi district",2018,4,16753,0,948
assam,"barpeta district",2018,4,55068,0,949
assam,"goalpara district",2018,4,27280,0,950
assam,"biswanath district",2018,4,15480,0,951
assam,"jorhat district",2018,4,41100,0,952
assam,"tinsukia district",2019,1,51108,0,953
