State,District,Year,Quarter,RegisteredUser,Appopens,S.no
assam,karbi anglong district,2021,3,68242,3232899,1287
assam,sivasagar district,2021,3,89129,2391302,1288
assam,dibrugarh district,2021,3,184280,6497593,1289
assam,south salmara mancachar district,2021,3,33080,1313938,1290
assam,nagaon district,2021,3,233909,6279942,1291
assam,dhubri district,2021,3,119554,4251017,1292
assam,golaghat district,2021,3,115666,4870071,1293
assam,udalguri district,2021,3,68048,4295164,1294
assam,majuli district,2021,3,16073,735694,1295
assam,sonitpur district,2021,3,184448,6272172,1296
assam,hojai district,2021,3,75318,3271673,1297
assam,marigaon district,2021,3,102617,3259608,1298
assam,chirang district,2021,3,42198,3662908,1299
assam,cachar district,2021,3,200721,4477178,1300
assam,nalbari district,2021,3,79951,2543151,1301
assam,west karbi anglong district,2021,3,15112,1125289,1302
assam,dhemaji district,2021,3,80553,3662523,1303
assam,karimganj district,2021,3,105371,3339273,1304
assam,bongaigaon district,2021,3,94320,3627538,1305
assam,dima hasao district,2021,3,28350,1562973,1306
assam,baksa district,2021,3,88112,4106577,1307
assam,charaideo district,2021,3,47576,2507021,1308
assam,darrang district,2021,3,83547,3725044,1309
assam,kamrup metropolitan district,2021,3,677223,10475091,1310
assam,hailakandi district,2021,3,66975,2030120,1311
assam,barpeta district,2021,3,207997,7386911,1312
assam,goalpara district,2021,3,107173,4401050,1313
assam,biswanath district,2021,3,62778,3494701,1314
assam,jorhat district,2021,3,135179,3240952,1315
assam,tinsukia district,2021,4,168240,4571817,1316
assam,lakhimpur district,2021,4,112578,3052330,1317
assam,kamrup district,2021,4,185421,6175246,1318
assam,kokrajhar district,2021,4,76692,2507680,1319
assam,karbi anglong district,2021,4,73615,2344797,1320
assam,sivasagar district,2021,4,95808,2321592,1321
assam,dibrugarh district,2021,4,197521,5149894,1322
assam,south salmara mancachar district,2021,4,35734,1369487,1323
assam,nagaon district,2021,4,251340,7349395,1324
assam,dhubri district,2021,4,128621,4376764,1325
assam,golaghat district,2021,4,124410,3059708,1326
assam,udalguri district,2021,4,73549,2143715,1327
assam,majuli district,2021,4,17302,400595,1328
assam,sonitpur district,2021,4,198091,6507485,1329
assam,hojai district,2021,4,80848,2587455,1330
assam,marigaon district,2021,4,110380,3467049,1331
assam,chirang district,2021,4,45723,1482160,1332
assam,cachar district,2021,4,215876,6312757,1333
assam,nalbari district,2021,4,85746,2222971,1334
assam,west karbi anglong district,2021,4,16379,459225,1335
assam,dhemaji district,2021,4,86582,2586474,1336
assam,karimganj district,2021,4,113394,3395241,1337
assam,bongaigaon district,2021,4,101421,3376217,1338
assam,dima hasao district,2021,4,30548,964041,1339
assam,baksa district,2021,4,95091,2947731,1340
assam,charaideo district,2021,4,51160,1340763,1341
assam,darrang district,2021,4,89928,3464853,1342
assam,kamrup metropolitan district,2021,4,723960,23330640,1343
assam,hailakandi district,2021,4,72136,2445266,1344
assam,barpeta district,2021,4,223375,9310490,1345
assam,goalpara district,2021,4,115431,3942659,1346
assam,biswanath district,2021,4,67580,2054065,1347
assam,jorhat district,2021,4,145111,3579873,1348
assam,tinsukia district,2022,1,179301,20168560,1349
assam,lakhimpur district,2022,1,120220,15015691,1350
assam,kamrup district,2022,1,198189,11459793,1351
assam,kokrajhar district,2022,1,82364,8229125,1352
assam,karbi anglong district,2022,1,78533,9256671,1353
assam,sivasagar district,2022,1,102281,5349801,1354
assam,dibrugarh district,2022,1,210525,15363717,1355
assam,south salmara mancachar district,2022,1,38302,1898232,1356
assam,nagaon district,2022,1,268636,11824798,1357
assam,dhubri district,2022,1,137698,6835888,1358
assam,golaghat district,2022,1,133110,12987090,1359
assam,udalguri district,2022,1,78818,11725654,1360
assam,majuli district,2022,1,18571,2645019,1361
assam,sonitpur district,2022,1,211236,14366935,1362
assam,hojai district,2022,1,86278,8113783,1363
assam,marigaon district,2022,1,118114,5848484,1364
assam,chirang district,2022,1,49100,7852843,1365
assam,cachar district,2022,1,230089,8410193,1366
assam,nalbari district,2022,1,91599,5171677,1367
assam,west karbi anglong district,2022,1,17520,3151993,1368
assam,dhemaji district,2022,1,92508,9664135,1369
assam,karimganj district,2022,1,121183,7177971,1370
assam,bongaigaon district,2022,1,108394,6969226,1371
assam,dima hasao district,2022,1,32525,4510020,1372
assam,baksa district,2022,1,101877,10310341,1373
assam,charaideo district,2022,1,54795,6254195,1374
assam,darrang district,2022,1,96249,7704843,1375
assam,kamrup metropolitan district,2022,1,767859,6949354,1376
assam,hailakandi district,2022,1,77112,4118477,1377
assam,barpeta district,2022,1,238871,10253994,1378
assam,goalpara district,2022,1,123781,7889994,1379
assam,biswanath district,2022,1,72362,7739432,1380
assam,jorhat district,2022,1,154589,6424524,1381
assam,tinsukia district,2022,2,189633,24952767,1382
assam,lakhimpur district,2022,2,127316,18753294,1383
assam,kamrup district,2022,2,210048,14467070,1384
assam,kokrajhar district,2022,2,87353,10074207,1385
assam,karbi anglong district,2022,2,83178,10826701,1386
assam,sivasagar district,2022,2,108296,6750232,1387
assam,dibrugarh district,2022,2,222494,18395761,1388
assam,south salmara mancachar district,2022,2,40714,2233450,1389
assam,nagaon district,2022,2,284558,12455248,1390
assam,dhubri district,2022,2,146304,9092346,1391
assam,golaghat district,2022,2,140961,16364819,1392
assam,udalguri district,2022,2,83629,14945821,1393
assam,majuli district,2022,2,19678,3033439,1394
assam,sonitpur district,2022,2,223514,16534514,1395
assam,hojai district,2022,2,91289,10527736,1396
assam,marigaon district,2022,2,125094,7396715,1397
assam,chirang district,2022,2,52054,10714348,1398
assam,cachar district,2022,2,243727,8364258,1399
assam,nalbari district,2022,2,96855,6448258,1400
assam,west karbi anglong district,2022,2,18603,4005474,1401
assam,dhemaji district,2022,2,97885,12335239,1402
assam,karimganj district,2022,2,128589,8450117,1403
assam,bongaigaon district,2022,2,114947,8688653,1404
assam,dima hasao district,2022,2,34416,4804116,1405
assam,baksa district,2022,2,108093,12311677,1406
assam,charaideo district,2022,2,58046,8651839,1407
assam,darrang district,2022,2,102100,9668329,1408
assam,kamrup metropolitan district,2022,2,810057,6849699,1409
assam,hailakandi district,2022,2,81807,4370640,1410
assam,barpeta district,2022,2,253194,11738056,1411
assam,goalpara district,2022,2,131350,8334994,1412
assam,biswanath district,2022,2,76698,9502503,1413
assam,jorhat district,2022,2,163307,7886769,1414
assam,tinsukia district,2022,3,199942,29277292,1415
assam,lakhimpur district,2022,3,134167,21009628,1416
assam,kamrup district,2022,3,221721,17825113,1417
assam,kokrajhar district,2022,3,92019,12322852,1418
assam,karbi anglong district,2022,3,87673,13894716,1419
assam,sivasagar district,2022,3,114163,7826176,1420
assam,dibrugarh district,2022,3,234149,23974651,1421
assam,south salmara mancachar district,2022,3,43159,2606041,1422
assam,nagaon district,2022,3,300653,16159981,1423
assam,dhubri district,2022,3,154896,12516285,1424
assam,golaghat district,2022,3,148419,20170917,1425
assam,udalguri district,2022,3,87984,17883415,1426
assam,majuli district,2022,3,20640,3375101,1427
assam,sonitpur district,2022,3,235752,20172502,1428
assam,hojai district,2022,3,96394,12294216,1429
assam,marigaon district,2022,3,131985,8112239,1430
assam,chirang district,2022,3,55020,12567113,1431
assam,cachar district,2022,3,257370,11770680,1432
assam,nalbari district,2022,3,102232,8684415,1433
assam,west karbi anglong district,2022,3,19543,4377609,1434
assam,dhemaji district,2022,3,103193,13855931,1435
assam,karimganj district,2022,3,135721,9580499,1436
assam,bongaigaon district,2022,3,121477,10130192,1437
assam,dima hasao district,2022,3,36162,5936531,1438
assam,baksa district,2022,3,113700,15925684,1439
assam,charaideo district,2022,3,61141,9596987,1440
assam,darrang district,2022,3,107920,11849039,1441
assam,kamrup metropolitan district,2022,3,854019,8071434,1442
assam,hailakandi district,2022,3,86454,5088713,1443
assam,barpeta district,2022,3,267667,12753203,1444
assam,goalpara district,2022,3,138786,10801509,1445
assam,biswanath district,2022,3,80965,11000845,1446
assam,jorhat district,2022,3,171824,9349198,1447
assam,tinsukia district,2022,4,209247,8688971,1448
assam,lakhimpur district,2022,4,139753,6388636,1449
assam,kamrup district,2022,4,231849,11925388,1450
assam,kokrajhar district,2022,4,95812,4612537,1451
assam,karbi anglong district,2022,4,91420,4792698,1452
assam,sivasagar district,2022,4,118956,4937903,1453
assam,dibrugarh district,2022,4,244755,9691098,1454
assam,south salmara mancachar district,2022,4,45335,2537488,1455
assam,nagaon district,2022,4,314901,14572115,1456
assam,dhubri district,2022,4,162126,8948191,1457
assam,golaghat district,2022,4,154556,6462185,1458
assam,udalguri district,2022,4,91414,4463261,1459
assam,majuli district,2022,4,21428,882103,1460
assam,sonitpur district,2022,4,246327,12282291,1461
assam,hojai district,2022,4,101076,5126769,1462
assam,marigaon district,2022,4,138147,6304091,1463
assam,chirang district,2022,4,57336,2868861,1464
assam,cachar district,2022,4,269556,12466379,1465
assam,nalbari district,2022,4,106762,4782164,1466
assam,west karbi anglong district,2022,4,20258,991480,1467
assam,dhemaji district,2022,4,107602,5325778,1468
assam,karimganj district,2022,4,141959,6787339,1469
assam,bongaigaon district,2022,4,127238,6467548,1470
assam,dima hasao district,2022,4,37773,1908040,1471
assam,baksa district,2022,4,118160,5908860,1472
assam,charaideo district,2022,4,63748,2668891,1473
assam,darrang district,2022,4,112770,6468559,1474
assam,kamrup metropolitan district,2022,4,897245,40938571,1475
assam,hailakandi district,2022,4,90713,4724399,1476
assam,barpeta district,2022,4,280479,15643110,1477
assam,goalpara district,2022,4,145213,7184842,1478
assam,biswanath district,2022,4,84425,4159326,1479
assam,jorhat district,2022,4,179437,6871285,1480
bihar,madhepura district,2018,1,26881,0,1481
bihar,purnia district,2018,1,51858,0,1482
bihar,nalanda district,2018,1,75201,0,1483
bihar,buxar district,2018,1,27689,0,1484
bihar,darbhanga district,2018,1,74414,0,1485
bihar,nawada district,2018,1,32228,0,1486
bihar,jamui district,2018,1,23266,0,1487
bihar,sheikhpura district,2018,1,10567,0,1488
bihar,siwan district,2018,1,52000,0,1489
bihar,muzaffarpur district,2018,1,125298,0,1490
bihar,patna district,2018,1,425009,0,1491
bihar,jehanabad district,2018,1,20394,0,1492
bihar,rohtas district,2018,1,64983,0,1493
bihar,begusarai district,2018,1,57409,0,1494
bihar,supaul district,2018,1,29348,0,1495
bihar,sitamarhi district,2018,1,47288,0,1496
bihar,saran district,2018,1,63245,0,1497
bihar,arwal district,2018,1,11087,0,1498
bihar,vaishali district,2018,1,67921,0,1499
bihar,pashchim champaran district,2018,1,67656,0,1500
bihar,gopalganj district,2018,1,41306,0,1501
bihar,lakhisarai district,2018,1,18119,0,1502
bihar,aurangabad district,2018,1,42349,0,1503
bihar,kaimur bhabua district,2018,1,22464,0,1504
bihar,araria district,2018,1,30576,0,1505
bihar,munger district,2018,1,32219,0,1506
bihar,katihar district,2018,1,44233,0,1507
bihar,khagaria district,2018,1,25026,0,1508
bihar,saharsa district,2018,1,32380,0,1509
bihar,bhagalpur district,2018,1,76063,0,1510
bihar,madhubani district,2018,1,66664,0,1511
bihar,kishanganj district,2018,1,16507,0,1512
bihar,gaya district,2018,1,91015,0,1513
bihar,samastipur district,2018,1,76068,0,1514
bihar,banka district,2018,1,19504,0,1515
bihar,purbi champaran district,2018,1,87561,0,1516
bihar,sheohar district,2018,1,7645,0,1517
bihar,bhojpur district,2018,1,50363,0,1518
bihar,madhepura district,2018,2,38981,0,1519
bihar,purnia district,2018,2,74326,0,1520
bihar,nalanda district,2018,2,104076,0,1521
bihar,buxar district,2018,2,40109,0,1522
bihar,darbhanga district,2018,2,105558,0,1523
bihar,nawada district,2018,2,46340,0,1524
bihar,jamui district,2018,2,33706,0,1525
bihar,sheikhpura district,2018,2,14713,0,1526
bihar,siwan district,2018,2,76259,0,1527
bihar,muzaffarpur district,2018,2,172315,0,1528
bihar,patna district,2018,2,568657,0,1529
bihar,jehanabad district,2018,2,28922,0,1530
bihar,rohtas district,2018,2,91120,0,1531
bihar,begusarai district,2018,2,81209,0,1532
bihar,supaul district,2018,2,42570,0,1533
bihar,sitamarhi district,2018,2,66939,0,1534
bihar,saran district,2018,2,93576,0,1535
bihar,arwal district,2018,2,15827,0,1536
bihar,vaishali district,2018,2,96694,0,1537
bihar,pashchim champaran district,2018,2,97301,0,1538
bihar,gopalganj district,2018,2,60406,0,1539
bihar,lakhisarai district,2018,2,25672,0,1540
bihar,aurangabad district,2018,2,60487,0,1541
bihar,kaimur bhabua district,2018,2,32462,0,1542
bihar,araria district,2018,2,45568,0,1543
bihar,munger district,2018,2,46015,0,1544
bihar,katihar district,2018,2,64523,0,1545
bihar,khagaria district,2018,2,36519,0,1546
bihar,saharsa district,2018,2,46151,0,1547
bihar,bhagalpur district,2018,2,106461,0,1548
bihar,madhubani district,2018,2,95726,0,1549
bihar,kishanganj district,2018,2,24807,0,1550
bihar,gaya district,2018,2,126422,0,1551
bihar,samastipur district,2018,2,107143,0,1552
bihar,banka district,2018,2,28923,0,1553
bihar,purbi champaran district,2018,2,125890,0,1554
bihar,sheohar district,2018,2,10733,0,1555
bihar,bhojpur district,2018,2,72766,0,1556
bihar,madhepura district,2018,3,49663,0,1557
bihar,purnia district,2018,3,94363,0,1558
bihar,nalanda district,2018,3,128472,0,1559
bihar,buxar district,2018,3,51486,0,1560
bihar,darbhanga district,2018,3,132803,0,1561
bihar,nawada district,2018,3,59996,0,1562
bihar,jamui district,2018,3,43752,0,1563
bihar,sheikhpura district,2018,3,18723,0,1564
bihar,siwan district,2018,3,98993,0,1565
bihar,muzaffarpur district,2018,3,211519,0,1566
bihar,patna district,2018,3,684421,0,1567
bihar,jehanabad district,2018,3,36542,0,1568
bihar,rohtas district,2018,3,115023,0,1569
bihar,begusarai district,2018,3,102517,0,1570
bihar,supaul district,2018,3,55126,0,1571
bihar,sitamarhi district,2018,3,86343,0,1572
bihar,saran district,2018,3,123407,0,1573
bihar,arwal district,2018,3,20402,0,1574
bihar,vaishali district,2018,3,122105,0,1575
bihar,pashchim champaran district,2018,3,124955,0,1576
bihar,gopalganj district,2018,3,77944,0,1577
bihar,lakhisarai district,2018,3,32649,0,1578
bihar,aurangabad district,2018,3,78109,0,1579
bihar,kaimur bhabua district,2018,3,42159,0,1580
bihar,araria district,2018,3,60052,0,1581
bihar,munger district,2018,3,57422,0,1582
bihar,katihar district,2018,3,81567,0,1583
bihar,khagaria district,2018,3,46130,0,1584
bihar,saharsa district,2018,3,58234,0,1585
bihar,bhagalpur district,2018,3,131270,0,1586
bihar,madhubani district,2018,3,123044,0,1587
bihar,kishanganj district,2018,3,33293,0,1588
bihar,gaya district,2018,3,160375,0,1589
bihar,samastipur district,2018,3,134680,0,1590
bihar,banka district,2018,3,37816,0,1591
bihar,purbi champaran district,2018,3,162122,0,1592
bihar,sheohar district,2018,3,14106,0,1593
bihar,bhojpur district,2018,3,92952,0,1594
bihar,madhepura district,2018,4,62629,0,1595
bihar,purnia district,2018,4,117803,0,1596
bihar,nalanda district,2018,4,160167,0,1597
bihar,buxar district,2018,4,66750,0,1598
bihar,darbhanga district,2018,4,167302,0,1599
bihar,nawada district,2018,4,77511,0,1600
bihar,jamui district,2018,4,57118,0,1601
bihar,sheikhpura district,2018,4,24007,0,1602
bihar,siwan district,2018,4,129337,0,1603
bihar,muzaffarpur district,2018,4,260789,0,1604
bihar,patna district,2018,4,826399,0,1605
bihar,jehanabad district,2018,4,46948,0,1606
bihar,rohtas district,2018,4,145673,0,1607
bihar,begusarai district,2018,4,130175,0,1608
bihar,supaul district,2018,4,70883,0,1609
bihar,sitamarhi district,2018,4,109162,0,1610
bihar,saran district,2018,4,161486,0,1611
bihar,arwal district,2018,4,26433,0,1612
bihar,vaishali district,2018,4,156657,0,1613
bihar,pashchim champaran district,2018,4,161063,0,1614
bihar,gopalganj district,2018,4,101282,0,1615
bihar,lakhisarai district,2018,4,41729,0,1616
bihar,aurangabad district,2018,4,101513,0,1617
bihar,kaimur bhabua district,2018,4,54117,0,1618
bihar,araria district,2018,4,78248,0,1619
bihar,munger district,2018,4,71593,0,1620
bihar,katihar district,2018,4,103140,0,1621
bihar,khagaria district,2018,4,58456,0,1622
bihar,saharsa district,2018,4,72745,0,1623
bihar,bhagalpur district,2018,4,164162,0,1624
bihar,madhubani district,2018,4,158691,0,1625
bihar,kishanganj district,2018,4,44517,0,1626
bihar,gaya district,2018,4,203926,0,1627
bihar,samastipur district,2018,4,169774,0,1628
bihar,banka district,2018,4,50385,0,1629
bihar,purbi champaran district,2018,4,206934,0,1630
bihar,sheohar district,2018,4,17899,0,1631
bihar,bhojpur district,2018,4,119262,0,1632
bihar,madhepura district,2019,1,75876,0,1633
bihar,purnia district,2019,1,141631,0,1634
bihar,nalanda district,2019,1,189924,0,1635
bihar,buxar district,2019,1,81116,0,1636
bihar,darbhanga district,2019,1,202521,0,1637
bihar,nawada district,2019,1,94644,0,1638
bihar,jamui district,2019,1,70521,0,1639
bihar,sheikhpura district,2019,1,29154,0,1640
bihar,siwan district,2019,1,160063,0,1641
bihar,muzaffarpur district,2019,1,309416,0,1642
bihar,patna district,2019,1,964432,0,1643
bihar,jehanabad district,2019,1,56497,0,1644
bihar,rohtas district,2019,1,174877,0,1645
bihar,begusarai district,2019,1,155497,0,1646
bihar,supaul district,2019,1,86568,0,1647
bihar,sitamarhi district,2019,1,132501,0,1648
bihar,saran district,2019,1,197928,0,1649
bihar,arwal district,2019,1,32098,0,1650
bihar,vaishali district,2019,1,189344,0,1651
bihar,pashchim champaran district,2019,1,197074,0,1652
bihar,gopalganj district,2019,1,125180,0,1653
bihar,lakhisarai district,2019,1,50294,0,1654
bihar,aurangabad district,2019,1,123845,0,1655
bihar,kaimur bhabua district,2019,1,66307,0,1656
bihar,araria district,2019,1,95297,0,1657
bihar,munger district,2019,1,84548,0,1658
bihar,katihar district,2019,1,124680,0,1659
bihar,khagaria district,2019,1,70139,0,1660
bihar,saharsa district,2019,1,88171,0,1661
bihar,bhagalpur district,2019,1,195057,0,1662
bihar,madhubani district,2019,1,195036,0,1663
bihar,kishanganj district,2019,1,54620,0,1664
bihar,gaya district,2019,1,245773,0,1665
bihar,samastipur district,2019,1,204544,0,1666
bihar,banka district,2019,1,62041,0,1667
bihar,purbi champaran district,2019,1,252394,0,1668
bihar,sheohar district,2019,1,21941,0,1669
bihar,bhojpur district,2019,1,143568,0,1670
bihar,madhepura district,2019,2,88609,530739,1671
bihar,purnia district,2019,2,163932,892348,1672
bihar,nalanda district,2019,2,213733,1212543,1673
bihar,buxar district,2019,2,93771,493509,1674
bihar,darbhanga district,2019,2,232722,1420641,1675
bihar,nawada district,2019,2,109523,581833,1676
bihar,jamui district,2019,2,82317,441606,1677
bihar,sheikhpura district,2019,2,33395,152708,1678
bihar,siwan district,2019,2,187956,1155335,1679
bihar,muzaffarpur district,2019,2,353459,2236848,1680
bihar,patna district,2019,2,1076012,7177148,1681
bihar,jehanabad district,2019,2,65200,393786,1682
bihar,rohtas district,2019,2,199401,1187844,1683
bihar,begusarai district,2019,2,177158,862354,1684
bihar,supaul district,2019,2,100872,561171,1685
bihar,sitamarhi district,2019,2,153456,899841,1686
bihar,saran district,2019,2,230068,1466538,1687
bihar,arwal district,2019,2,36841,225510,1688
bihar,vaishali district,2019,2,218205,1414165,1689
bihar,pashchim champaran district,2019,2,227901,1471945,1690
bihar,gopalganj district,2019,2,147102,868936,1691
bihar,lakhisarai district,2019,2,57386,292347,1692
bihar,aurangabad district,2019,2,143325,880786,1693
bihar,kaimur bhabua district,2019,2,76908,450417,1694
bihar,araria district,2019,2,110811,590730,1695
bihar,munger district,2019,2,96444,475070,1696
bihar,katihar district,2019,2,145150,921533,1697
bihar,khagaria district,2019,2,80553,456066,1698
bihar,saharsa district,2019,2,102025,640510,1699
bihar,bhagalpur district,2019,2,223725,1182355,1700
bihar,madhubani district,2019,2,226202,1405773,1701
bihar,kishanganj district,2019,2,64416,355348,1702
bihar,gaya district,2019,2,281107,1670802,1703
bihar,samastipur district,2019,2,234046,1381196,1704
bihar,banka district,2019,2,72748,328378,1705
bihar,purbi champaran district,2019,2,292711,1903455,1706
bihar,sheohar district,2019,2,25323,142182,1707
bihar,bhojpur district,2019,2,165246,882726,1708
bihar,madhepura district,2019,3,99576,1649447,1709
bihar,purnia district,2019,3,186139,3003347,1710
bihar,nalanda district,2019,3,235028,3869133,1711
bihar,buxar district,2019,3,104713,1381138,1712
bihar,darbhanga district,2019,3,262421,4450914,1713
bihar,nawada district,2019,3,123544,1773161,1714
bihar,jamui district,2019,3,92936,1426569,1715
bihar,sheikhpura district,2019,3,36997,457606,1716
bihar,siwan district,2019,3,214406,3266902,1717
bihar,muzaffarpur district,2019,3,396343,7217205,1718
bihar,patna district,2019,3,1180262,25097249,1719
bihar,jehanabad district,2019,3,72795,1204601,1720
bihar,rohtas district,2019,3,220566,3486542,1721
bihar,begusarai district,2019,3,198672,2675356,1722
bihar,supaul district,2019,3,113711,1835527,1723
bihar,sitamarhi district,2019,3,174814,2904366,1724
bihar,saran district,2019,3,260966,4250077,1725
bihar,arwal district,2019,3,40722,686243,1726
bihar,vaishali district,2019,3,246527,4465824,1727
bihar,pashchim champaran district,2019,3,256491,4618198,1728
bihar,gopalganj district,2019,3,167773,2572232,1729
bihar,lakhisarai district,2019,3,64084,932887,1730
bihar,aurangabad district,2019,3,159363,2679481,1731
bihar,kaimur bhabua district,2019,3,85406,1268624,1732
bihar,araria district,2019,3,126320,1952983,1733
bihar,munger district,2019,3,106801,1540247,1734
bihar,katihar district,2019,3,165027,3026054,1735
bihar,khagaria district,2019,3,90561,1428876,1736
bihar,saharsa district,2019,3,114827,2024957,1737
bihar,bhagalpur district,2019,3,249214,3694374,1738
bihar,madhubani district,2019,3,255761,4258979,1739
bihar,kishanganj district,2019,3,74150,1200959,1740
bihar,gaya district,2019,3,315649,5823758,1741
bihar,samastipur district,2019,3,262875,4222865,1742
bihar,banka district,2019,3,81845,1053657,1743
bihar,purbi champaran district,2019,3,330361,6045428,1744
bihar,sheohar district,2019,3,28715,448740,1745
bihar,bhojpur district,2019,3,183904,2626792,1746
bihar,madhepura district,2019,4,114427,2217559,1747
bihar,purnia district,2019,4,212909,3879038,1748
bihar,nalanda district,2019,4,264967,6199933,1749
bihar,buxar district,2019,4,118875,1990129,1750
bihar,darbhanga district,2019,4,296008,5548769,1751
bihar,nawada district,2019,4,141869,2563407,1752
bihar,jamui district,2019,4,107471,2058854,1753
bihar,sheikhpura district,2019,4,42414,681241,1754
bihar,siwan district,2019,4,246717,4514176,1755
bihar,muzaffarpur district,2019,4,445815,8979776,1756
bihar,patna district,2019,4,1289426,28136743,1757
bihar,jehanabad district,2019,4,82385,1679688,1758
bihar,rohtas district,2019,4,249302,5302856,1759
bihar,begusarai district,2019,4,225155,3614698,1760
bihar,supaul district,2019,4,131141,2437455,1761
bihar,sitamarhi district,2019,4,198607,3656303,1762
bihar,saran district,2019,4,297022,5732765,1763
bihar,arwal district,2019,4,46308,1039140,1764
bihar,vaishali district,2019,4,279301,5797650,1765
bihar,pashchim champaran district,2019,4,293867,6206175,1766
bihar,gopalganj district,2019,4,193606,3437139,1767
bihar,lakhisarai district,2019,4,72450,1364086,1768
bihar,aurangabad district,2019,4,181920,3912616,1769
bihar,kaimur bhabua district,2019,4,98191,1775789,1770
bihar,araria district,2019,4,146219,2515080,1771
bihar,munger district,2019,4,119068,1891588,1772
bihar,katihar district,2019,4,188454,3793418,1773
bihar,khagaria district,2019,4,102752,1853242,1774
bihar,saharsa district,2019,4,130556,2638156,1775
bihar,bhagalpur district,2019,4,279580,4685008,1776
bihar,madhubani district,2019,4,291613,5699396,1777
bihar,kishanganj district,2019,4,85906,1482740,1778
bihar,gaya district,2019,4,356225,7476235,1779
bihar,samastipur district,2019,4,297942,5514034,1780
bihar,banka district,2019,4,94744,1436818,1781
bihar,purbi champaran district,2019,4,378861,8038569,1782
bihar,sheohar district,2019,4,32947,616145,1783
bihar,bhojpur district,2019,4,207254,3631683,1784
bihar,madhepura district,2020,1,131288,2779090,1785
bihar,purnia district,2020,1,242090,4711378,1786
bihar,nalanda district,2020,1,294598,5753080,1787
bihar,buxar district,2020,1,133361,2220858,1788
bihar,darbhanga district,2020,1,332707,6533155,1789
bihar,nawada district,2020,1,161254,2976524,1790
bihar,jamui district,2020,1,122675,2351813,1791
bihar,sheikhpura district,2020,1,47727,748146,1792
bihar,siwan district,2020,1,282776,5423334,1793
bihar,muzaffarpur district,2020,1,498548,10158674,1794
bihar,patna district,2020,1,1397342,29138373,1795
bihar,jehanabad district,2020,1,92507,1843624,1796
bihar,rohtas district,2020,1,278266,5408871,1797
bihar,begusarai district,2020,1,251505,4096955,1798
bihar,supaul district,2020,1,150088,3060872,1799
bihar,sitamarhi district,2020,1,223782,4152826,1800
bihar,saran district,2020,1,335039,6473239,1801
bihar,arwal district,2020,1,51903,1056195,1802
bihar,vaishali district,2020,1,312949,6407440,1803
bihar,pashchim champaran district,2020,1,334931,7590869,1804
bihar,gopalganj district,2020,1,221572,4126460,1805
bihar,lakhisarai district,2020,1,80730,1474492,1806
bihar,aurangabad district,2020,1,204230,4269640,1807
bihar,kaimur bhabua district,2020,1,111817,2029554,1808
bihar,araria district,2020,1,168149,3157208,1809
bihar,munger district,2020,1,131943,2036068,1810
bihar,katihar district,2020,1,213750,4464385,1811
bihar,khagaria district,2020,1,115815,2170840,1812
bihar,saharsa district,2020,1,147506,3103531,1813
bihar,bhagalpur district,2020,1,311744,5153557,1814
bihar,madhubani district,2020,1,328630,6746289,1815
bihar,kishanganj district,2020,1,98189,1908388,1816
bihar,gaya district,2020,1,398678,8034549,1817
bihar,samastipur district,2020,1,334935,6379636,1818
bihar,banka district,2020,1,108516,1666938,1819
bihar,purbi champaran district,2020,1,431458,9507066,1820
bihar,sheohar district,2020,1,37408,726329,1821
bihar,bhojpur district,2020,1,230828,4028259,1822
bihar,madhepura district,2020,2,154765,3831550,1823
bihar,purnia district,2020,2,281699,5929070,1824
bihar,nalanda district,2020,2,327783,6278040,1825
bihar,buxar district,2020,2,151145,2794902,1826
bihar,darbhanga district,2020,2,379555,8051713,1827
bihar,nawada district,2020,2,185012,4166523,1828
bihar,jamui district,2020,2,142370,3433879,1829
bihar,sheikhpura district,2020,2,53713,987117,1830
bihar,siwan district,2020,2,326411,6904372,1831
bihar,muzaffarpur district,2020,2,558435,11414361,1832
bihar,patna district,2020,2,1506233,21185780,1833
bihar,jehanabad district,2020,2,104106,2249434,1834
bihar,rohtas district,2020,2,312733,6510089,1835
bihar,begusarai district,2020,2,283465,4933240,1836
bihar,supaul district,2020,2,175307,4226761,1837
bihar,sitamarhi district,2020,2,258640,5639909,1838
bihar,saran district,2020,2,381281,8223024,1839
bihar,arwal district,2020,2,58314,1394175,1840
bihar,vaishali district,2020,2,352264,7673393,1841
bihar,pashchim champaran district,2020,2,390547,10431882,1842
bihar,gopalganj district,2020,2,256062,5444977,1843
bihar,lakhisarai district,2020,2,90861,1839333,1844
bihar,aurangabad district,2020,2,231576,5521863,1845
bihar,kaimur bhabua district,2020,2,127488,2737826,1846
bihar,araria district,2020,2,200228,4594095,1847
bihar,munger district,2020,2,147614,2563453,1848
bihar,katihar district,2020,2,246198,5808659,1849
bihar,khagaria district,2020,2,133468,2965625,1850
bihar,saharsa district,2020,2,169301,3955142,1851
bihar,bhagalpur district,2020,2,352316,5885125,1852
bihar,madhubani district,2020,2,379217,9347264,1853
bihar,kishanganj district,2020,2,118814,2695292,1854
bihar,gaya district,2020,2,447895,9377480,1855
bihar,samastipur district,2020,2,381913,7978388,1856
bihar,banka district,2020,2,128702,2622435,1857
bihar,purbi champaran district,2020,2,505364,12929613,1858
bihar,sheohar district,2020,2,43417,1041641,1859
bihar,bhojpur district,2020,2,259555,4867610,1860
bihar,madhepura district,2020,3,174888,4332368,1861
